标题,行政区,板块,小区,面积,朝向,户型,租金
整租·北京花园 4室2厅 南/北,朝阳,燕莎,北京花园,268.61,南北,4室2厅3卫,35000.0
整租·西山华府禧园 5室2厅 南/北,海淀,马连洼,西山华府禧园,283.35,南北,5室2厅2卫,28000.0
整租·西长安壹号 2房间 北,门头沟,上岸地铁,西长安壹号,73.0,北,2房间1卫,4000.0
整租·世纪东方城 3室2厅 南/北,朝阳,欢乐谷,世纪东方城,143.0,南北,3室2厅2卫,11000.0
整租·延静里中街3号院 2室1厅 西南,朝阳,红庙,延静里中街3号院,96.77,西南,2室1厅1卫,8100.0
整租·志新北里 2室1厅 东南/北,海淀,二里庄,志新北里,99.7,东南北,2室1厅1卫,8900.0
整租·长阳半岛3号院 3室1厅 南,房山,长阳,长阳半岛3号院,99.59,南,3室1厅1卫,4700.0
整租·城乡世纪广场莫尔空间 3房间 东,通州,通州其它,城乡世纪广场莫尔空间,54.34,东,3房间1卫,4620.0
整租·六铺炕一区 2室1厅 南,西城,六铺炕,六铺炕一区,52.0,南,2室1厅1卫,7000.0
整租·金隅自由筑 2房间 东,通州,临河里,金隅自由筑,52.76,东,2房间1卫,2980.0
整租·东亚印象台湖 2室1厅 南/北,通州,通州其它,东亚印象台湖,63.79,南北,2室1厅1卫,3600.0
整租·顺驰领海 4室2厅 南/北,大兴,高米店,顺驰领海,147.0,南北,4室2厅2卫,8500.0
整租·招商嘉铭珑原 4室2厅 南/北,昌平,奥林匹克公园,招商嘉铭珑原,220.0,南北,4室2厅3卫,19000.0
整租·焦各庄街2号院 3室1厅 南/北,顺义,顺义其它,焦各庄街2号院,111.47,南北,3室1厅1卫,5000.0
整租·郁花园一里 3室2厅 复式 南/北,大兴,高米店,郁花园一里,110.17,南北,3室2厅2卫,5600.0
整租·首开万科台湖新城V公馆 2房间 南,通州,通州其它,首开万科台湖新城V公馆,50.0,南,2房间2卫,4000.0
整租·焦各庄街2号院 3室1厅 南/北,顺义,顺义其它,焦各庄街2号院,111.47,南北,3室1厅1卫,5000.0
整租·格瑞雅居 2室1厅 南/北,通州,九棵树(家乐福),格瑞雅居,100.0,南北,2室1厅1卫,5400.0
整租·工业经委宿舍楼 2室1厅 南/北,昌平,西关环岛,工业经委宿舍楼,61.78,南北,2室1厅1卫,4150.0
整租·晴波园 4室2厅 南/北,海淀,世纪城,晴波园,165.0,南北,4室2厅2卫,23200.0
整租·富力飞常HAOS 4房间 南,大兴,大兴新机场,富力飞常HAOS,117.0,南,4房间1卫,3000.0
整租·玉竹园 2室2厅 南/北,房山,良乡,玉竹园,97.0,南北,2室2厅1卫,3296.0
整租·金地中央世家 3房间 东/西,顺义,后沙峪,金地中央世家,66.37,东西,3房间2卫,4800.0
整租·九龙山庄二区 3室2厅 南/北,大兴,西红门,九龙山庄二区,116.73,南北,3室2厅2卫,5700.0
整租·学府花园 3室2厅 南/北,密云,密云镇,学府花园,107.47,南北,3室2厅2卫,2600.0
整租·山水蓝维 3室2厅 复式 南/北,朝阳,北苑,山水蓝维,153.28,南北,3室2厅2卫,11000.0
整租·瑞都国际南区 3室2厅 南/北,通州,九棵树(家乐福),瑞都国际南区,140.0,南北,3室2厅2卫,7600.0
整租·东亚五环国际 3房间 东,大兴,旧宫,东亚五环国际,93.75,东,3房间1卫,4400.0
整租·柏泉庄园雁鸣园B区 2室1厅 南/北,怀柔,怀柔,柏泉庄园雁鸣园B区,84.96,南北,2室1厅1卫,2700.0
整租·第三置业 1室1厅 南/西,朝阳,三元桥,第三置业,185.03,南西,1室1厅1卫,27000.0
整租·劲松七区 2室1厅 西南,朝阳,潘家园,劲松七区,52.29,西南,2室1厅1卫,5990.0
整租·中海御鑫阁 2室1厅 南/北,丰台,科技园区,中海御鑫阁,91.06,南北,2室1厅1卫,9000.0
整租·远大园六区 1室1厅 南,海淀,世纪城,远大园六区,51.89,南,1室1厅1卫,7390.0
整租·上营新村 1室0厅 南,通州,武夷花园,上营新村,41.49,南,1室0厅1卫,3200.0
整租·三源里南小街 2室1厅 东南,朝阳,亮马桥,三源里南小街,59.85,东南,2室1厅1卫,8690.0
整租·中纺宿舍南院 2室1厅 南,海淀,甘家口,中纺宿舍南院,46.1,南,2室1厅1卫,7500.0
整租·马甸南村 1室1厅 东,西城,马甸,马甸南村,43.2,东,1室1厅1卫,6990.0
整租·苗圃东里 2室1厅 南,丰台,赵公口,苗圃东里,70.97,南,2室1厅1卫,5900.0
整租·中鑫嘉园 2室1厅 西,海淀,牡丹园,中鑫嘉园,102.99,西,2室1厅1卫,12090.0
整租·花家地西里二区 2室1厅 东南,朝阳,望京,花家地西里二区,92.0,东南,2室1厅1卫,8000.0
整租·海淀南路34号 1室1厅 北,海淀,苏州桥,海淀南路34号,49.44,北,1室1厅1卫,7960.0
整租·领秀翡翠山B区 4室2厅 南/北,丰台,丰台其它,领秀翡翠山B区,222.56,南北,4室2厅2卫,15000.0
整租·东三环南路 1室1厅 南,朝阳,双井,东三环南路,44.99,南,1室1厅1卫,6090.0
整租·龙湖香醍溪岸北区 3室2厅 南/北,顺义,马坡,龙湖香醍溪岸北区,119.37,南北,3室2厅2卫,6000.0
整租·云梦嘉苑 1室1厅 东,门头沟,石门营,云梦嘉苑,40.0,东,1室1厅1卫,3990.0
整租·北京洋房 3室2厅 复式 南/北,昌平,北七家,北京洋房,165.86,南北,3室2厅3卫,9100.0
整租·兴盛怡景苑 1室1厅 西,朝阳,东坝,兴盛怡景苑,62.3,西,1室1厅1卫,5230.0
整租·首开万科城市之光盛佳尚苑 3房间 复式 西,通州,通州其它,首开万科城市之光盛佳尚苑,37.0,西,3房间2卫,3800.0
整租·新奥洋房 1室1厅 西,东城,永定门,新奥洋房,42.0,西,1室1厅1卫,5616.0
整租·教场口6号院 1室1厅 东,西城,六铺炕,教场口6号院,54.95,东,1室1厅1卫,6700.0
整租·文联宿舍 2室1厅 东南,西城,马甸,文联宿舍,73.0,东南,2室1厅1卫,10000.0
整租·北关东路社区 2室1厅 南/北,房山,良乡,北关东路社区,56.52,南北,2室1厅1卫,2000.0
整租·椿树园 1室1厅 西,西城,宣武门,椿树园,48.0,西,1室1厅1卫,7190.0
整租·紫御长安 3房间 东/南/西,石景山,鲁谷,紫御长安,47.91,东南西,3房间1卫,6500.0
整租·国兴城 2室1厅 南,顺义,后沙峪,国兴城,90.83,南,2室1厅1卫,5000.0
整租·京投银泰琨御府 3房间 北,海淀,四季青,京投银泰琨御府,52.0,北,3房间1卫,8200.0
整租·西辛南区 2室1厅 南,顺义,顺义城,西辛南区,79.92,南,2室1厅1卫,4490.0
整租·万国城MOMA 3室1厅 东/北,东城,东直门,万国城MOMA,140.06,东北,3室1厅2卫,25500.0
整租·鹏润家园 2室1厅 北,丰台,菜户营,鹏润家园,69.86,北,2室1厅1卫,6730.0
整租·西直门南大街东区 3室1厅 西北,西城,官园,西直门南大街东区,82.8,西北,3室1厅1卫,13500.0
整租·东亚印象台湖 3室1厅 南/北,通州,通州其它,东亚印象台湖,77.24,南北,3室1厅1卫,3700.0
整租·自由季 2房间 西,东城,广渠门,自由季,55.0,西,2房间1卫,6300.0
整租·建国门北大街5号 1室1厅 北,东城,建国门内,建国门北大街5号,67.0,北,1室1厅1卫,8400.0
整租·首开熙悦山熹园1号院 3室2厅 南/北,房山,长阳,首开熙悦山熹园1号院,99.8,南北,3室2厅2卫,4900.0
整租·月坛南街小四道口 2室1厅 南/北,西城,月坛,月坛南街小四道口,59.0,南北,2室1厅1卫,8000.0
整租·鲁班大厦 3室1厅 南/北,朝阳,定福庄,鲁班大厦,141.52,南北,3室1厅2卫,13000.0
整租·新海北里 3室1厅 南/北,通州,马驹桥,新海北里,108.36,南北,3室1厅1卫,5700.0
整租·永康胡同1号院 1室1厅 东/西,东城,安定门,永康胡同1号院,47.0,东西,1室1厅1卫,6300.0
整租·菜户营11号院 2室1厅 南/北,丰台,菜户营,菜户营11号院,53.05,南北,2室1厅1卫,6600.0
整租·清华园 2室1厅 东,海淀,五道口,清华园,43.3,东,2室1厅1卫,8700.0
整租·华樾国际 3室1厅 南/北,朝阳,朝阳其它,华樾国际,90.0,南北,3室1厅2卫,7800.0
整租·东亚印象台湖 2室1厅 南/北,通州,通州其它,东亚印象台湖,63.78,南北,2室1厅1卫,3500.0
整租·依翠园 3室1厅 南/北,石景山,鲁谷,依翠园,123.49,南北,3室1厅2卫,8200.0
整租·香山清琴麓苑 4室2厅 南/北,海淀,西山,香山清琴麓苑,500.0,南北,4室2厅4卫,60000.0
整租·龙熙旭辉6號院 5房间 南/北,大兴,大兴新机场,龙熙旭辉6號院,183.0,南北,5房间3卫,8600.0
整租·城乡世纪广场莫尔空间 3房间 东,通州,通州其它,城乡世纪广场莫尔空间,65.0,东,3房间1卫,4200.0
整租·鲁班大厦 4室2厅 南,朝阳,定福庄,鲁班大厦,217.0,南,4室2厅2卫,16800.0
整租·新城市经典 2室1厅 西南,丰台,科技园区,新城市经典,50.0,西南,2室1厅1卫,5000.0
整租·泰禾1号街区 2房间 复式 北,通州,通州其它,泰禾1号街区,38.86,北,2房间2卫,3700.0
整租·万年广阳郡九号 3室2厅 南/北,房山,长阳,万年广阳郡九号,139.0,南北,3室2厅2卫,8500.0
整租·中国铁建原香漫谷二区 3室1厅 南,房山,城关,中国铁建原香漫谷二区,89.0,南,3室1厅1卫,2750.0
整租·天堂河北区 2室1厅 南,大兴,天宫院,天堂河北区,39.56,南,2室1厅1卫,3800.0
整租·长阳半岛3号院 2室1厅 南,房山,长阳,长阳半岛3号院,88.0,南,2室1厅1卫,4300.0
整租·新通国际花园 1室1厅 南,通州,梨园,新通国际花园,58.0,南,1室1厅1卫,4500.0
整租·万国城MOMA 3室1厅 东/北,东城,东直门,万国城MOMA,140.06,东北,3室1厅2卫,25500.0
整租·王府温馨公寓 4室2厅 南/北,昌平,北七家,王府温馨公寓,180.0,南北,4室2厅2卫,6200.0
整租·河和居 1房间 南,通州,通州北苑,河和居,41.3,南,1房间0卫,3800.0
整租·恒富中街6号院 6室2厅 南,丰台,科技园区,恒富中街6号院,202.0,南,6室2厅2卫,12000.0
整租·融科千章墅 3室2厅 南/北,通州,通州其它,融科千章墅,227.98,南北,3室2厅2卫,15000.0
整租·建业苑(松榆北路7号院) 2室1厅 东/南,朝阳,劲松,建业苑(松榆北路7号院),101.0,东南,2室1厅1卫,7800.0
整租·潭柘新区7号院 2室1厅 南/北,门头沟,门头沟其它,潭柘新区7号院,85.0,南北,2室1厅1卫,2500.0
整租·南十里居10号院 1室1厅 南/北,朝阳,酒仙桥,南十里居10号院,43.99,南北,1室1厅1卫,5500.0
整租·颐东苑 2室1厅 南/北,海淀,颐和园,颐东苑,60.0,南北,2室1厅1卫,9200.0
整租·懿品阁 2室1厅 东北,朝阳,南沙滩,懿品阁,83.0,东北,2室1厅1卫,9000.0
整租·西钓鱼台庄园 4室2厅 东南/南/北,海淀,定慧寺,西钓鱼台庄园,220.0,东南南北,4室2厅3卫,25000.0
整租·上地佳园 2室2厅 东/南/北,海淀,上地,上地佳园,116.0,东南北,2室2厅1卫,15000.0
整租·新文化街 2室1厅 南,西城,金融街,新文化街,49.9,南,2室1厅1卫,8500.0
整租·新兴中巷 2室1厅 南,西城,西直门,新兴中巷,54.1,南,2室1厅1卫,7533.0
整租·西直门南大街东区 3室1厅 南/西南,西城,官园,西直门南大街东区,78.0,南西南,3室1厅1卫,13500.0
整租·中铁花溪渡 3室2厅 南/北,顺义,马坡,中铁花溪渡,126.64,南北,3室2厅2卫,5800.0
整租·东南园 3室1厅 南/北,西城,宣武门,东南园,68.55,南北,3室1厅1卫,11000.0
整租·团结大院 2室1厅 南,西城,车公庄,团结大院,53.4,南,2室1厅1卫,8860.0
整租·新华联锦园 2室1厅 南,通州,通州北苑,新华联锦园,66.92,南,2室1厅1卫,6200.0
整租·龙湖香醍溪岸南区 3室1厅 南/北,顺义,马坡,龙湖香醍溪岸南区,116.67,南北,3室1厅1卫,5000.0
整租·安贞西里 2室1厅 东/西,朝阳,安贞,安贞西里,65.0,东西,2室1厅1卫,7200.0
整租·公园1872 4室2厅 南/北,朝阳,石佛营,公园1872,229.92,南北,4室2厅2卫,33000.0
整租·远洋万和城B区 3室2厅 南/北,朝阳,亚运村小营,远洋万和城B区,170.0,南北,3室2厅2卫,30000.0
整租·万科金域东郡 2室1厅 南,大兴,亦庄开发区其它,万科金域东郡,75.0,南,2室1厅1卫,5800.0
整租·卡夫卡公社 2房间 西,朝阳,定福庄,卡夫卡公社,32.0,西,2房间1卫,5200.0
整租·熙旺中心 3房间 北,门头沟,滨河西区,熙旺中心,71.29,北,3房间1卫,4500.0
整租·中关村东路 3室1厅 南/西/北,海淀,双榆树,中关村东路,72.88,南西北,3室1厅1卫,8500.0
整租·西革新里110号院 2室1厅 南,东城,永定门,西革新里110号院,56.22,南,2室1厅1卫,5990.0
整租·小营路5号 2室1厅 东/西,朝阳,亚运村小营,小营路5号,109.0,东西,2室1厅2卫,11500.0
整租·双兴南区 2室1厅 南/北,顺义,顺义城,双兴南区,88.0,南北,2室1厅1卫,3800.0
整租·京润水上花园别墅 5室3厅 南/北,朝阳,燕莎,京润水上花园别墅,364.0,南北,5室3厅4卫,86000.0
整租·首开康乃馨城 2室1厅 南/北,大兴,枣园,首开康乃馨城,85.84,南北,2室1厅1卫,4000.0
整租·劲松七区 2室1厅 南,朝阳,潘家园,劲松七区,59.85,南,2室1厅1卫,6330.0
整租·西坝河南里 2室1厅 西南,朝阳,西坝河,西坝河南里,62.84,西南,2室1厅1卫,7490.0
整租·UHN国际村 3室1厅 南/北,朝阳,三元桥,UHN国际村,138.0,南北,3室1厅2卫,18500.0
整租·凤凰城三期 2室1厅 东/西/北,朝阳,三元桥,凤凰城三期,115.0,东西北,2室1厅2卫,20000.0
整租·高教大楼 1房间 南,昌平,沙河,高教大楼,18.99,南,1房间1卫,1400.0
整租·IDCITY艾迪城 3房间 LOFT 南,顺义,后沙峪,IDCITY艾迪城,62.15,南,3房间2卫,6300.0
整租·石佛营西里小区 1室1厅 南,朝阳,石佛营,石佛营西里小区,44.42,南,1室1厅1卫,5330.0
整租·世茂奥临花园 3室2厅 南/北,朝阳,奥林匹克公园,世茂奥临花园,199.0,南北,3室2厅2卫,21500.0
整租·金隅凤麟洲 1室1厅 西,朝阳,朝青,金隅凤麟洲,70.74,西,1室1厅1卫,6800.0
整租·臻园 3室1厅 东/南/北,朝阳,望京,臻园,134.0,东南北,3室1厅2卫,19000.0
整租·中基大厦 2房间 南,西城,马连道,中基大厦,76.15,南,2房间1卫,11000.0
整租·仁和花园一区 3室1厅 南/北,顺义,顺义城,仁和花园一区,115.0,南北,3室1厅1卫,3700.0
整租·迎喜家园 2室1厅 南/北,通州,临河里,迎喜家园,89.3,南北,2室1厅1卫,3900.0
整租·望京西园三区 2室1厅 南,朝阳,望京,望京西园三区,112.0,南,2室1厅2卫,8600.0
整租·于家园一区 2室1厅 南/北,怀柔,怀柔,于家园一区,92.3,南北,2室1厅1卫,2400.0
整租·矩阵一期 3室1厅 南/北,昌平,回龙观,矩阵一期,85.0,南北,3室1厅1卫,5800.0
整租·西革新里112号院 2室1厅 东,东城,永定门,西革新里112号院,70.59,东,2室1厅1卫,6190.0
整租·巧克力城 1室1厅 北,大兴,旧宫,巧克力城,51.1,北,1室1厅1卫,3800.0
整租·翡翠公园五期 3室2厅 复式 南/北,昌平,北七家,翡翠公园五期,75.0,南北,3室2厅3卫,10000.0
整租·万泉新新家园 4室2厅 南/北,海淀,万柳,万泉新新家园,249.96,南北,4室2厅3卫,45000.0
整租·首开石榴派 2房间 北,丰台,刘家窑,首开石榴派,36.37,北,2房间1卫,4990.0
整租·柳芳北里 2室1厅 东/南,朝阳,国展,柳芳北里,57.0,东南,2室1厅1卫,6900.0
整租·柏树胡同 1室1厅 南,东城,灯市口,柏树胡同,45.8,南,1室1厅1卫,6800.0
整租·世贸国际公寓 3室2厅 南,朝阳,东大桥,世贸国际公寓,182.0,南,3室2厅2卫,35000.0
整租·朝悦居 2室1厅 南,朝阳,望京,朝悦居,78.46,南,2室1厅1卫,8730.0
整租·牡丹园东里 1室1厅 东,海淀,牡丹园,牡丹园东里,40.3,东,1室1厅1卫,7960.0
整租·桃源公馆 3室2厅 南/北,密云,果园街道,桃源公馆,150.0,南北,3室2厅2卫,3800.0
整租·鼎盛园 2室1厅 西,东城,永定门,鼎盛园,84.48,西,2室1厅1卫,7000.0
整租·荣丰2008 1室1厅 北,西城,广安门,荣丰2008,21.93,北,1室1厅1卫,4390.0
整租·苹果社区北区 1室1厅 北,朝阳,双井,苹果社区北区,59.16,北,1室1厅1卫,6500.0
整租·十里堡东里 2室1厅 东,朝阳,十里堡,十里堡东里,58.0,东,2室1厅1卫,5860.0
整租·宝产胡同15号院 1室1厅 东北,西城,西四,宝产胡同15号院,43.2,东北,1室1厅1卫,8500.0
整租·东直门外大街(朝阳） 2室1厅 南,朝阳,工体,东直门外大街(朝阳）,56.92,南,2室1厅1卫,7560.0
整租·专家国际公馆 3房间 东,海淀,清河,专家国际公馆,109.44,东,3房间2卫,10950.0
整租·松榆里 1室1厅 南,朝阳,潘家园,松榆里,40.0,南,1室1厅1卫,5660.0
整租·顺和花园 1室1厅 南,顺义,顺义其它,顺和花园,55.0,南,1室1厅1卫,2300.0
整租·京贸国际城 3室2厅 南/北,通州,武夷花园,京贸国际城,123.11,南北,3室2厅2卫,6500.0
整租·霍营小区 2室1厅 南,昌平,霍营,霍营小区,60.0,南,2室1厅1卫,5590.0
整租·易构空间 1室1厅 东,朝阳,大望路,易构空间,44.48,东,1室1厅1卫,5785.0
整租·南海雅苑南区 2室1厅 西,亦庄开发区,亦庄开发区其它,南海雅苑南区,78.0,西,2室1厅1卫,4100.0
整租·东三环南路 2室1厅 西北,朝阳,双井,东三环南路,45.94,西北,2室1厅1卫,5790.0
整租·枣园尚城北区 1室1厅 南,大兴,枣园,枣园尚城北区,62.2,南,1室1厅1卫,4760.0
整租·雅善园 3室1厅 南/北,大兴,大兴其它,雅善园,118.0,南北,3室1厅1卫,3600.0
整租·官悦欣园B区 2室1厅 东,朝阳,百子湾,官悦欣园B区,98.96,东,2室1厅1卫,8060.0
整租·世界侨商中心 1室1厅 西南,通州,北关,世界侨商中心,65.0,西南,1室1厅1卫,4600.0
整租·华严北里3号院 1室2厅 南/北,朝阳,健翔桥,华严北里3号院,54.75,南北,1室2厅1卫,6900.0
整租·翡翠西湖二期 3室1厅 南/北,丰台,丰台其它,翡翠西湖二期,89.0,南北,3室1厅1卫,4200.0
整租·威尔夏大道 1室1厅 南,丰台,太平桥,威尔夏大道,35.62,南,1室1厅1卫,4590.0
整租·公园1872 2室2厅 南,朝阳,石佛营,公园1872,124.0,南,2室2厅2卫,19200.0
整租·芳星园一区 3室1厅 东/南,丰台,方庄,芳星园一区,80.0,东南,3室1厅1卫,8500.0
整租·金隅自由筑 2房间 东,通州,临河里,金隅自由筑,52.34,东,2房间1卫,3490.0
整租·n次方 3房间 东,朝阳,北苑,n次方,61.0,东,3房间1卫,6430.0
整租·裕祥花园 2室1厅 南,顺义,后沙峪,裕祥花园,83.18,南,2室1厅1卫,3700.0
整租·天通苑六区 2室1厅 南,昌平,天通苑,天通苑六区,77.58,南,2室1厅1卫,6030.0
整租·枣园东里 2室1厅 南/北,大兴,枣园,枣园东里,83.0,南北,2室1厅1卫,4400.0
整租·瀛景园 3室1厅 南/北,亦庄开发区,亦庄,瀛景园,131.0,南北,3室1厅2卫,8500.0
整租·三里屯SOHO 1室2厅 西,朝阳,三里屯,三里屯SOHO,120.1,西,1室2厅1卫,18300.0
整租·石园北区 3室1厅 南/北,顺义,顺义城,石园北区,84.73,南北,3室1厅1卫,3200.0
整租·双花园西里 2室1厅 南,朝阳,双井,双花园西里,74.11,南,2室1厅1卫,6819.0
整租·和平新城一期 2室2厅 东,东城,和平里,和平新城一期,132.32,东,2室2厅2卫,14500.0
整租·南平里 2室1厅 南/北,朝阳,首都机场,南平里,67.0,南北,2室1厅1卫,3600.0
整租·方舟苑三期 2室1厅 西,朝阳,望京,方舟苑三期,93.35,西,2室1厅1卫,10500.0
整租·世华龙樾二期 4室1厅 南/北,海淀,清河,世华龙樾二期,83.43,南北,4室1厅3卫,15000.0
整租·美丽园 3室2厅 南/北,海淀,四季青,美丽园,144.0,南北,3室2厅2卫,18300.0
整租·现代城 4室2厅 复式 西南,朝阳,CBD,现代城,341.02,西南,4室2厅2卫,45000.0
整租·榆垡新城嘉园B区 2室1厅 南/北,大兴,大兴机场空港,榆垡新城嘉园B区,80.0,南北,2室1厅1卫,1500.0
整租·泰禾中央广场 2室1厅 东,大兴,黄村火车站,泰禾中央广场,46.71,东,2室1厅1卫,4330.0
整租·海淀幸福里 3室2厅 南/北,海淀,海淀北部新区,海淀幸福里,99.0,南北,3室2厅2卫,8000.0
整租·国韵村 3室2厅 南/北,大兴,旧宫,国韵村,139.0,南北,3室2厅2卫,11000.0
整租·北环里小区 1室1厅 北,昌平,鼓楼大街,北环里小区,61.01,北,1室1厅1卫,3660.0
整租·管庄西里 2室1厅 南/北,朝阳,管庄,管庄西里,72.0,南北,2室1厅1卫,4500.0
整租·双龙南里 2室1厅 南,朝阳,华威桥,双龙南里,56.09,南,2室1厅1卫,6630.0
整租·苹果社区北区 1室1厅 北,朝阳,双井,苹果社区北区,60.93,北,1室1厅1卫,7500.0
整租·向军北里 2室1厅 南,朝阳,东大桥,向军北里,65.57,南,2室1厅1卫,8300.0
整租·皂君东里 2室1厅 南,海淀,皂君庙,皂君东里,58.6,南,2室1厅1卫,8526.0
整租·首开万科城市之光盛佳尚苑 3房间 南,通州,通州其它,首开万科城市之光盛佳尚苑,55.09,南,3房间2卫,4200.0
整租·K2清水湾嘉园 3室1厅 南/西北,通州,潞苑,K2清水湾嘉园,87.0,南西北,3室1厅1卫,4200.0
整租·名都家苑 2室1厅 南,丰台,马家堡,名都家苑,88.0,南,2室1厅1卫,8490.0
整租·御景山 3室2厅 南/北,石景山,杨庄,御景山,147.63,南北,3室2厅2卫,9500.0
整租·东方雅苑 1室1厅 北,朝阳,大望路,东方雅苑,32.89,北,1室1厅1卫,5590.0
整租·首开万科台湖新城V公馆 2室1厅 南,通州,通州其它,首开万科台湖新城V公馆,50.0,南,2室1厅1卫,4000.0
整租·顶秀欣园东苑 1室1厅 北,丰台,宋家庄,顶秀欣园东苑,53.05,北,1室1厅1卫,5975.0
整租·鑫兆雅园北区 2室2厅 南/北,丰台,刘家窑,鑫兆雅园北区,94.0,南北,2室2厅1卫,8000.0
整租·中海雅园 2室1厅 南/西,海淀,紫竹桥,中海雅园,102.8,南西,2室1厅1卫,12000.0
整租·隆远阁 1室1厅 东,朝阳,芍药居,隆远阁,75.0,东,1室1厅1卫,8200.0
整租·如园北区 4室2厅 东/南/北,海淀,西北旺,如园北区,259.67,东南北,4室2厅3卫,35000.0
整租·中国铁建尚城汇 2房间 东,昌平,南邵,中国铁建尚城汇,50.73,东,2房间1卫,4590.0
整租·新光大中心 1室1厅 北,通州,北关,新光大中心,43.34,北,1室1厅1卫,4900.0
整租·知春里 1室1厅 南,海淀,双榆树,知春里,40.0,南,1室1厅1卫,7190.0
整租·将府家园 3室1厅 北,朝阳,酒仙桥,将府家园,111.0,北,3室1厅1卫,8300.0
整租·乐想汇 1室1厅 西,朝阳,北苑,乐想汇,51.43,西,1室1厅1卫,5660.0
