标题,行政区,板块,小区,面积,朝向,户型,租金
整租·新旅明樾府 4室2厅 南/北,红谷滩,西客站,新旅明樾府,130.0,南北,4室2厅2卫,3000.0
整租·保利心语花园 3室2厅 南,青山湖区,,保利心语花园,118.05,南,3室2厅2卫,2300.0
整租·梅湖香榭丽 3室2厅 南,青云谱区,江铃,梅湖香榭丽,110.32,南,3室2厅2卫,2300.0
整租·苏圃路 2室2厅 东/西,东湖区,叠山路,苏圃路,71.47,东西,2室2厅1卫,2200.0
整租·伟梦清水湾 4室2厅 南,南昌县,象湖,伟梦清水湾,145.0,南,4室2厅2卫,1400.0
整租·锦尚天域 1室1厅 南/北,南昌县,象湖,锦尚天域,32.53,南北,1室1厅1卫,1200.0
整租·翰园小区 3室2厅 南/北,高新区,太子殿,翰园小区,149.0,南北,3室2厅2卫,2400.0
整租·象湖公寓 2室2厅 南,青云谱区,江铃,象湖公寓,73.0,南,2室2厅1卫,1100.0
整租·绿地中央公园江悦 3室2厅 南,新建区,红湾大道以南,绿地中央公园江悦,120.0,南,3室2厅1卫,3000.0
整租·世纪欧美中心（世纪麦迪逊广场） 1室1厅 南,青云谱区,江铃,世纪欧美中心（世纪麦迪逊广场）,45.0,南,1室1厅1卫,1400.0
整租·力高国际城一期 3室2厅 南/北,南昌县,象湖,力高国际城一期,89.0,南北,3室2厅1卫,1800.0
整租·阳明路 2室1厅 南,东湖区,墩子塘,阳明路,57.34,南,2室1厅1卫,1300.0
整租·阳光城青山湖大境 2室1厅 南,高新区,市政公共广场,阳光城青山湖大境,32.64,南,2室1厅1卫,1600.0
整租·民德路 2室1厅 南,东湖区,八一公园,民德路,75.0,南,2室1厅1卫,1200.0
整租·绿地悦城E区 5室2厅 南,红谷滩,绿地悦城,绿地悦城E区,211.0,南,5室2厅2卫,2500.0
整租·湖韵天成 1室1厅 南,高新区,新力时代广场,湖韵天成,34.5,南,1室1厅1卫,1500.0
整租·金桥慧景 3室2厅 南,经开区,紫荆路,金桥慧景,110.0,南,3室2厅1卫,1600.0
整租·绿地未来城 1室1厅 南,高新区,瑶湖东,绿地未来城,53.0,南,1室1厅1卫,1100.0
整租·阳光城青山湖大境 1室1厅 东,高新区,市政公共广场,阳光城青山湖大境,37.0,东,1室1厅1卫,1720.0
整租·力高国际城三期 2室2厅 南,南昌县,象湖,力高国际城三期,75.0,南,2室2厅1卫,1400.0
整租·翰园小区 3室2厅 南/北,高新区,太子殿,翰园小区,149.0,南北,3室2厅2卫,2400.0
整租·象湖公寓 2室2厅 南,青云谱区,江铃,象湖公寓,73.0,南,2室2厅1卫,1100.0
整租·绿地中央公园江悦 3室2厅 南,新建区,红湾大道以南,绿地中央公园江悦,120.0,南,3室2厅1卫,3000.0
整租·紫荆人才公寓 2室1厅 南,青山湖区,顺外路,紫荆人才公寓,60.0,南,2室1厅1卫,1600.0
整租·世纪欧美中心（世纪麦迪逊广场） 1室1厅 南,青云谱区,江铃,世纪欧美中心（世纪麦迪逊广场）,45.0,南,1室1厅1卫,1400.0
整租·力高国际城一期 3室2厅 南/北,南昌县,象湖,力高国际城一期,89.0,南北,3室2厅1卫,1800.0
整租·东方塞纳 4室2厅 错层 南,青山湖区,,东方塞纳,90.0,南,4室2厅2卫,3000.0
整租·新力金沙湾 4室2厅 南,南昌县,象湖,新力金沙湾,125.9,南,4室2厅2卫,2000.0
整租·御湖国际 3室2厅 南,高新区,市政公共广场,御湖国际,105.17,南,3室2厅1卫,2300.0
整租·锦湖花园B区 2室2厅 南,青山湖区,,锦湖花园B区,103.0,南,2室2厅1卫,2200.0
整租·丰源·淳和 3室2厅 复式 东南,南昌县,象湖,丰源·淳和,102.0,东南,3室2厅1卫,1400.0
整租·万达文化旅游城C区 1室1厅 南,红谷滩,万达育新,万达文化旅游城C区,110.06,南,1室1厅1卫,1000.0
整租·紫金园东区 2室1厅 南,红谷滩,学府大道,紫金园东区,90.0,南,2室1厅1卫,3000.0
整租·紫金园东区 2室1厅 南,红谷滩,学府大道,紫金园东区,90.0,南,2室1厅1卫,3000.0
整租·IM乐盈广场 1室1厅 东南,经开区,紫荆路,IM乐盈广场,26.0,东南,1室1厅1卫,1200.0
整租·恒大林溪府 3室2厅 南,湾里区,天宁路,恒大林溪府,114.0,南,3室2厅2卫,2500.0
整租·恒茂国际华城 1室1厅 南,西湖区,二七南,恒茂国际华城,60.0,南,1室1厅1卫,2100.0
整租·南昌水电工程局宿舍 3室1厅 南/北,青云谱区,江铃,南昌水电工程局宿舍,80.0,南北,3室1厅0卫,1200.0
整租·世纪风情一期 2室2厅 南,青山湖区,顺外路,世纪风情一期,103.0,南,2室2厅1卫,2500.0
整租·南钢北五路 2室1厅 南/北,高新区,江铃,南钢北五路,55.0,南北,2室1厅1卫,1000.0
整租·新力城 3室2厅 东南,新建区,望城新区,新力城,89.0,东南,3室2厅1卫,1500.0
整租·居住主题公园-香榭丽居花园洋房 3室2厅 南,南昌县,象湖,居住主题公园-香榭丽居花园洋房,116.0,南,3室2厅1卫,1000.0
整租·凯旋国际大厦 1室1厅 南,青云谱区,洪都,凯旋国际大厦,97.0,南,1室1厅1卫,2500.0
整租·坝口巷 3室1厅 南/北,西湖区,八一广场,坝口巷,86.61,南北,3室1厅1卫,1500.0
整租·通源新建城 3室2厅 南/北,新建区,红谷滩,通源新建城,103.0,南北,3室2厅2卫,2000.0
整租·凤凰城凤鸣苑 2室2厅 南,红谷滩,凤凰洲,凤凰城凤鸣苑,95.0,南,2室2厅1卫,2500.0
整租·北京西路师大宿舍 2室1厅 南,东湖区,文教路,北京西路师大宿舍,52.0,南,2室1厅1卫,1900.0
整租·南天阳光东区 3室2厅 南,经开区,黄家湖,南天阳光东区,105.0,南,3室2厅1卫,1780.0
整租·新力渥园 3室2厅 南,高新区,艾溪湖东,新力渥园,126.83,南,3室2厅2卫,3000.0
整租·国贸天琴湾东区 3室2厅 南/北,西湖区,朝阳新城,国贸天琴湾东区,138.03,南北,3室2厅2卫,3500.0
整租·上峰景城 2室1厅 南/西南,南昌县,莲塘,上峰景城,80.0,南西南,2室1厅1卫,1600.0
整租·天沐君湖 3室2厅 南,青云谱区,象湖,天沐君湖,131.73,南,3室2厅2卫,2500.0
整租·省庄佳苑 3室2厅 南,新建区,红湾大道以南,省庄佳苑,103.0,南,3室2厅1卫,1300.0
整租·力高君誉滨江 3室2厅 南,南昌县,象湖,力高君誉滨江,104.0,南,3室2厅2卫,2300.0
整租·星港小镇 2室2厅 南,南昌县,银三角,星港小镇,100.0,南,2室2厅1卫,1000.0
整租·凤凰苑 2室2厅 南,红谷滩,庐山南大道,凤凰苑,77.0,南,2室2厅1卫,2600.0
整租·联发万科海上明月 3室2厅 南/北,高新区,新力时代广场,联发万科海上明月,115.0,南北,3室2厅2卫,2300.0
整租·尚东大道 1室1厅 西北,青山湖区,顺外路,尚东大道,51.32,西北,1室1厅1卫,1300.0
整租·锦苑春天 4室2厅 南,东湖区,滨江中心,锦苑春天,163.0,南,4室2厅2卫,3200.0
整租·联发万科海上明月 3室2厅 南/北,高新区,新力时代广场,联发万科海上明月,115.0,南北,3室2厅2卫,2300.0
整租·力高国际城三期 2室2厅 南,南昌县,象湖,力高国际城三期,75.0,南,2室2厅1卫,1500.0
整租·恒茂国际华城 1室1厅 南,西湖区,二七南,恒茂国际华城,60.0,南,1室1厅1卫,2100.0
整租·南昌水电工程局宿舍 3室1厅 南/北,青云谱区,江铃,南昌水电工程局宿舍,80.0,南北,3室1厅0卫,1200.0
整租·和苑小区 3室2厅 南/北,高新区,火炬广场,和苑小区,107.33,南北,3室2厅1卫,2300.0
整租·居住主题公园-香榭丽居花园洋房 3室2厅 南,南昌县,象湖,居住主题公园-香榭丽居花园洋房,116.0,南,3室2厅1卫,1000.0
整租·东方塞纳 3室2厅 南,青山湖区,,东方塞纳,115.0,南,3室2厅1卫,1900.0
整租·凯旋国际大厦 1室1厅 南,青云谱区,洪都,凯旋国际大厦,97.0,南,1室1厅1卫,2500.0
整租·江西财经大学蛟桥园北区 3室1厅 南/北,经开区,蛟桥,江西财经大学蛟桥园北区,84.0,南北,3室1厅1卫,1800.0
整租·通源新建城 3室2厅 南/北,新建区,红谷滩,通源新建城,103.0,南北,3室2厅2卫,2000.0
整租·君悦府 1室1厅 南,南昌县,莲塘,君悦府,60.0,南,1室1厅1卫,1600.0
整租·洪客隆英伦联邦 1室1厅 南,经开区,紫荆路,洪客隆英伦联邦,55.0,南,1室1厅1卫,1200.0
整租·桃苑社区二区 2室1厅 南,西湖区,朝阳洲,桃苑社区二区,80.0,南,2室1厅1卫,1600.0
整租·龙泉湾 3室2厅 南,东湖区,滨江中心,龙泉湾,135.47,南,3室2厅2卫,3000.0
整租·洪城时代广场 1室1厅 南,红谷滩,翠苑路,洪城时代广场,55.84,南,1室1厅1卫,1800.0
整租·新旅明樾府 4室2厅 南/北,红谷滩,西客站,新旅明樾府,149.15,南北,4室2厅2卫,3500.0
整租·恒茂国际华城 1室1厅 南,西湖区,二七南,恒茂国际华城,52.0,南,1室1厅1卫,1600.0
整租·北京西路师大宿舍 2室1厅 南/北,东湖区,文教路,北京西路师大宿舍,73.58,南北,2室1厅1卫,2600.0
整租·京东嘉苑 2室2厅 南,青山湖区,顺外路,京东嘉苑,81.71,南,2室2厅1卫,1400.0
整租·力高国际城三期 3室2厅 南,南昌县,象湖,力高国际城三期,90.0,南,3室2厅1卫,1500.0
整租·恒大名都 2室2厅 南,高新区,新城吾悦,恒大名都,84.0,南,2室2厅1卫,2000.0
整租·嘉业海棠湾 4室2厅 南/北,经开区,黄家湖,嘉业海棠湾,102.7,南北,4室2厅1卫,1500.0
整租·金禧悦城 3室2厅 南/北,南昌县,象湖,金禧悦城,123.0,南北,3室2厅2卫,1000.0
整租·东投华章欣悦府 3室2厅 南,新建区,红湾大道以南,东投华章欣悦府,89.0,南,3室2厅2卫,1200.0
整租·正盛太古港 4室2厅 南/北,青云谱区,徐家坊,正盛太古港,125.32,南北,4室2厅2卫,2000.0
整租·融创彰泰金茂玺悦和鸣 3室2厅 南/北,经开区,紫荆路,融创彰泰金茂玺悦和鸣,108.0,南北,3室2厅2卫,2200.0
整租·康城一期 2室2厅 南,南昌县,莲塘,康城一期,88.0,南,2室2厅1卫,1000.0
整租·金地金茂正荣悦风华 5室2厅 南,新建区,红湾大道以南,金地金茂正荣悦风华,143.0,南,5室2厅3卫,2000.0
整租·金科世茂绿都观澜府 3室2厅 南,新建区,红湾大道以南,金科世茂绿都观澜府,98.0,南,3室2厅2卫,1300.0
整租·新力象湖湾 2室2厅 南/北,南昌县,象湖,新力象湖湾,93.0,南北,2室2厅1卫,1000.0
整租·经开区蛟桥派出所宿舍 3室1厅 南/北,经开区,蛟桥,经开区蛟桥派出所宿舍,137.0,南北,3室1厅2卫,2500.0
整租·怡兰苑 3室2厅 南/北,高新区,火炬广场,怡兰苑,132.06,南北,3室2厅2卫,2100.0
整租·居住主题公园-枫丹白鹭 2室1厅 南/北,南昌县,象湖,居住主题公园-枫丹白鹭,89.5,南北,2室1厅1卫,1500.0
整租·南昌恒大绿洲二期 4室2厅 西南,南昌县,银三角,南昌恒大绿洲二期,159.38,西南,4室2厅4卫,1900.0
整租·北京东路盐政大厦 2室1厅 南,青山湖区,,北京东路盐政大厦,98.0,南,2室1厅0卫,1100.0
整租·新力禧园 3室2厅 南,新建区,华南城,新力禧园,89.99,南,3室2厅1卫,1600.0
整租·洪大赣江城 3室2厅 南,南昌县,象湖,洪大赣江城,113.0,南,3室2厅1卫,2000.0
整租·蚂蚁工房 1室1厅 南,高新区,新城吾悦,蚂蚁工房,54.48,南,1室1厅1卫,1400.0
整租·德益财苑 3室2厅 南,经开区,蛟桥,德益财苑,126.0,南,3室2厅2卫,2500.0
整租·红谷春天花园 2室2厅 西南,红谷滩,翠苑路,红谷春天花园,88.0,西南,2室2厅1卫,2800.0
整租·金沙逸都 1室1厅 南,南昌县,象湖,金沙逸都,36.0,南,1室1厅1卫,1100.0
整租·皇冠国际花园 4室2厅 南,西湖区,朝阳洲,皇冠国际花园,170.0,南,4室2厅2卫,5200.0
整租·联发万科海上明月 3室2厅 南,高新区,新力时代广场,联发万科海上明月,115.0,南,3室2厅2卫,2600.0
整租·恒茂未来都会二期 3室2厅 南/北,湾里区,天宁路,恒茂未来都会二期,89.0,南北,3室2厅1卫,1800.0
整租·永外正街 2室1厅 南,东湖区,贤士湖,永外正街,87.19,南,2室1厅1卫,1600.0
整租·恒大城 3室2厅 南/北,南昌县,象湖,恒大城,115.88,南北,3室2厅2卫,2000.0
整租·明园中心 1室1厅 南,红谷滩,绿地悦城,明园中心,43.43,南,1室1厅1卫,2000.0
整租·江西奥林匹克花园 3室2厅 南/北,南昌县,象湖,江西奥林匹克花园,89.0,南北,3室2厅1卫,1600.0
整租·金桥慧景 4室2厅 南/北,经开区,紫荆路,金桥慧景,120.0,南北,4室2厅2卫,2500.0
整租·名门世家 5室1厅 南,红谷滩,秋水广场,名门世家,121.0,南,5室1厅3卫,3800.0
整租·鸿海万科天空之城北区 3室2厅 南,南昌县,银三角,鸿海万科天空之城北区,97.0,南,3室2厅2卫,1900.0
整租·南昌小商品城 2室2厅 南,南昌县,象湖,南昌小商品城,139.0,南,2室2厅1卫,1600.0
整租·金竹小区 3室2厅 南/北,湾里区,湾里,金竹小区,130.0,南北,3室2厅2卫,1800.0
整租·绿地国际博览城一期御珑 3室2厅 南/北,红谷滩,绿地国博,绿地国际博览城一期御珑,108.86,南北,3室2厅2卫,2400.0
整租·枫庐新天地 2室2厅 南/北,经开区,蛟桥,枫庐新天地,103.7,南北,2室2厅1卫,1500.0
整租·滨江悦府K1区 3室2厅 南,红谷滩,万达滨江,滨江悦府K1区,115.38,南,3室2厅1卫,1300.0
整租·东亚朝阳SOHO 2室1厅 南,西湖区,朝阳新城,东亚朝阳SOHO,69.94,南,2室1厅1卫,1900.0
整租·方大上上城 3室2厅 南/北,高新区,太子殿,方大上上城,122.0,南北,3室2厅2卫,3000.0
整租·万科海上传奇锦湖居 2室1厅 南,高新区,新城吾悦,万科海上传奇锦湖居,47.45,南,2室1厅1卫,1600.0
整租·洪城·比华利 1室1厅 北,红谷滩,翠苑路,洪城·比华利,36.0,北,1室1厅1卫,1700.0
整租·高能金域名都 1室1厅 北,青山湖区,,高能金域名都,40.0,北,1室1厅1卫,1300.0
整租·高能金域名都 3室2厅 南/西北,青山湖区,,高能金域名都,150.26,南西北,3室2厅2卫,3500.0
整租·平安象湖风情水亭居 2室2厅 南,南昌县,象湖,平安象湖风情水亭居,100.0,南,2室2厅1卫,1300.0
整租·向阳小区 2室2厅 南/北,南昌县,银三角,向阳小区,101.0,南北,2室2厅1卫,1100.0
整租·恒茂国际华城 3室2厅 南,西湖区,二七南,恒茂国际华城,167.62,南,3室2厅2卫,3200.0
整租·绿地外滩公馆 1室1厅 东南,红谷滩,凤凰洲,绿地外滩公馆,208.0,东南,1室1厅0卫,13000.0
整租·书香瑶庭 3室2厅 南/北,高新区,瑶湖师大,书香瑶庭,93.0,南北,3室2厅1卫,3200.0
整租·恒大城 3室2厅 南,南昌县,象湖,恒大城,100.0,南,3室2厅1卫,1800.0
整租·二七北路 2室1厅 南,东湖区,文教路,二七北路,74.76,南,2室1厅1卫,1200.0
整租·万科玖里 3室2厅 东南,经开区,庐山南大道,万科玖里,106.0,东南,3室2厅2卫,2600.0
整租·江西奥林匹克花园 2室2厅 南,南昌县,象湖,江西奥林匹克花园,91.0,南,2室2厅1卫,1300.0
整租·朝阳江上院 3室2厅 南,西湖区,朝阳新城,朝阳江上院,116.0,南,3室2厅2卫,3000.0
整租·恒天时尚中心 1室0厅 西,红谷滩,绿地悦城,恒天时尚中心,45.0,西,1室0厅1卫,1200.0
整租·精英汇 3室2厅 南,青山湖区,,精英汇,132.4,南,3室2厅1卫,2500.0
整租·银河城天星湾 2室2厅 南/北,南昌县,银三角,银河城天星湾,89.0,南北,2室2厅1卫,1200.0
整租·碧海云天 3室2厅 南,青山湖区,塘山广场,碧海云天,114.63,南,3室2厅1卫,2500.0
整租·南昌旭辉中心 3室2厅 南,经开区,紫荆路,南昌旭辉中心,100.0,南,3室2厅1卫,1800.0
整租·南昌恒大绿洲五期 3室2厅 南,南昌县,银三角,南昌恒大绿洲五期,123.0,南,3室2厅2卫,1300.0
整租·大士院住宅四区 2室1厅 南,东湖区,大士院,大士院住宅四区,49.8,南,2室1厅1卫,1000.0
整租·保利和光瑞府 3室2厅 南/北,青云谱区,洪都,保利和光瑞府,106.0,南北,3室2厅1卫,2500.0
整租·红谷世纪花园C区 3室2厅 南,红谷滩,红谷滩万达,红谷世纪花园C区,130.0,南,3室2厅2卫,3500.0
整租·世纪中央城二期 4室2厅 跃层 南/北,红谷滩,秋水广场,世纪中央城二期,137.42,南北,4室2厅2卫,5000.0
整租·恒茂湖滨 1室1厅 北,青山湖区,塘山广场,恒茂湖滨,41.1,北,1室1厅1卫,1500.0
整租·绿地香颂南区 3室2厅 东南,红谷滩,岭口路,绿地香颂南区,103.0,东南,3室2厅1卫,1800.0
整租·二七北路752号 2室2厅 南/北,东湖区,贤士湖,二七北路752号,80.0,南北,2室2厅1卫,1800.0
整租·新力城 3室2厅 南,新建区,望城新区,新力城,122.0,南,3室2厅2卫,2000.0
整租·银河城水悦湾一区 4室2厅 南/北,南昌县,银三角,银河城水悦湾一区,144.0,南北,4室2厅2卫,1600.0
整租·新城吾悦公馆 1室1厅 南,高新区,新城吾悦,新城吾悦公馆,40.0,南,1室1厅1卫,1400.0
整租·金地金茂九峯府 3室2厅 南,红谷滩,西客站,金地金茂九峯府,89.0,南,3室2厅1卫,1960.0
整租·桃苑龙泽园 2室1厅 南/北,西湖区,朝阳洲,桃苑龙泽园,63.0,南北,2室1厅1卫,1400.0
整租·保利香槟国际 3室2厅 南,高新区,艾溪湖东,保利香槟国际,92.7,南,3室2厅1卫,2500.0
整租·新力禧园 3室2厅 南,新建区,华南城,新力禧园,90.0,南,3室2厅1卫,1100.0
整租·水榭花都 3室2厅 南,青云谱区,江铃,水榭花都,136.0,南,3室2厅2卫,2500.0
整租·大洲嘉苑 3室2厅 南,南昌县,象湖,大洲嘉苑,122.0,南,3室2厅2卫,1600.0
整租·银亿上尚城南区 3室2厅 南,南昌县,象湖,银亿上尚城南区,108.0,南,3室2厅2卫,1500.0
整租·详和庭院 2室2厅 南,青山湖区,,详和庭院,76.57,南,2室2厅1卫,1300.0
整租·龙韵花园 2室1厅 南,西湖区,洪城大市场,龙韵花园,84.0,南,2室1厅1卫,1300.0
整租·海珀兰庭 3室2厅 南,红谷滩,秋水广场,海珀兰庭,193.0,南,3室2厅2卫,8000.0
整租·贵都国际花城小区 2室2厅 南/北,南昌县,银三角,贵都国际花城小区,91.0,南北,2室2厅1卫,1300.0
整租·滨江豪园 3室2厅 南/北,红谷滩,秋水广场,滨江豪园,138.0,南北,3室2厅2卫,3300.0
整租·恒锦花苑三区 4室2厅 南/北,红谷滩,西客站,恒锦花苑三区,148.0,南北,4室2厅2卫,3600.0
整租·阳明锦城 2室2厅 南,东湖区,滨江中心,阳明锦城,100.0,南,2室2厅1卫,2800.0
整租·金沙逸都 4室2厅 南/北,南昌县,象湖,金沙逸都,97.0,南北,4室2厅2卫,1300.0
整租·地中海阳光 2室1厅 南,红谷滩,岭口路,地中海阳光,59.0,南,2室1厅1卫,2200.0
整租·朝阳明珠 1室1厅 东南,南昌县,象湖,朝阳明珠,45.0,东南,1室1厅1卫,1700.0
整租·红星中奥九龙都会 3室2厅 南,新建区,望城新区,红星中奥九龙都会,89.0,南,3室2厅1卫,1300.0
整租·洪客隆英伦联邦 3室2厅 南,经开区,紫荆路,洪客隆英伦联邦,89.0,南,3室2厅2卫,2000.0
整租·人民政府二大院 2室1厅 南,东湖区,贤士湖,人民政府二大院,64.94,南,2室1厅1卫,1700.0
整租·干家塘 3室1厅 南/北,西湖区,船山路,干家塘,90.0,南北,3室1厅1卫,1600.0
整租·风雅蓝山 3室2厅 南/北,新建区,望城新区,风雅蓝山,130.0,南北,3室2厅1卫,1700.0
整租·伟梦清水湾 2室2厅 南,南昌县,象湖,伟梦清水湾,89.0,南,2室2厅1卫,1500.0
整租·莲塘中大道 2室2厅 南/北,南昌县,莲塘,莲塘中大道,123.4,南北,2室2厅1卫,1000.0
整租·枫庐新天地 3室2厅 南/北,经开区,蛟桥,枫庐新天地,116.0,南北,3室2厅2卫,1800.0
整租·正荣悦澜湾 3室2厅 南,南昌县,昌南,正荣悦澜湾,88.6,南,3室2厅1卫,2600.0
整租·盛世华庭东区 3室2厅 南/北,经开区,黄家湖,盛世华庭东区,95.0,南北,3室2厅1卫,3000.0
整租·伯爵公馆 2室1厅 南/北,西湖区,八一广场,伯爵公馆,100.0,南北,2室1厅1卫,3000.0
整租·筑城奥斯卡 1室1厅 北,东湖区,文教路,筑城奥斯卡,34.8,北,1室1厅1卫,1000.0
整租·卫东花园三期 1室1厅 南,红谷滩,翠苑路,卫东花园三期,30.0,南,1室1厅1卫,1100.0
整租·朱湖路 3室1厅 南,东湖区,滨江中心,朱湖路,77.81,南,3室1厅1卫,1500.0
整租·第一街区 1室1厅 南,红谷滩,秋水广场,第一街区,55.0,南,1室1厅1卫,1900.0
整租·贵都国际花城小区 3室2厅 南,南昌县,银三角,贵都国际花城小区,131.0,南,3室2厅2卫,1400.0
整租·万湖村万坊安居小区 3室3厅 南/北,南昌县,莲塘,万湖村万坊安居小区,1500.0,南北,3室3厅2卫,1100.0
整租·绿地卢塞恩小镇三地块 1室1厅 南,红谷滩,绿地国博,绿地卢塞恩小镇三地块,66.0,南,1室1厅1卫,1600.0
整租·福山花园 3室2厅 南/北,西湖区,十字街,福山花园,141.32,南北,3室2厅1卫,2200.0
整租·幸福雅苑 2室2厅 南,南昌县,银三角,幸福雅苑,89.0,南,2室2厅1卫,1100.0
整租·力高君誉城 3室2厅 南,南昌县,象湖,力高君誉城,113.0,南,3室2厅2卫,1200.0
整租·碧海云天 3室2厅 南/北,青山湖区,塘山广场,碧海云天,107.05,南北,3室2厅2卫,2500.0
整租·桃苑一区 2室1厅 南,西湖区,朝阳洲,桃苑一区,92.0,南,2室1厅1卫,1600.0
整租·新力城 3室2厅 南,新建区,望城新区,新力城,90.0,南,3室2厅1卫,1500.0
整租·玉带明珠邮政住宅小区西区 3室2厅 南,青云谱区,徐家坊,玉带明珠邮政住宅小区西区,145.0,南,3室2厅2卫,2500.0
整租·伟梦清水湾 3室2厅 南,南昌县,象湖,伟梦清水湾,119.0,南,3室2厅2卫,2000.0
整租·蓝天公寓 2室2厅 南,青山湖区,顺外路,蓝天公寓,64.46,南,2室2厅1卫,1500.0
整租·新力钰珑湾南区 3室2厅 南,新建区,望城新区,新力钰珑湾南区,104.0,南,3室2厅2卫,1700.0
整租·新魏路社区 2室1厅 南,青山湖区,,新魏路社区,65.0,南,2室1厅1卫,1500.0
整租·IM乐盈广场 3室2厅 南/北,经开区,紫荆路,IM乐盈广场,93.47,南北,3室2厅1卫,2200.0
整租·恒锦玖珑时代广场 2室1厅 LOFT 南,红谷滩,西客站,恒锦玖珑时代广场,41.68,南,2室1厅1卫,2000.0
整租·九里坊九里象湖城 3室2厅 南,南昌县,象湖,九里坊九里象湖城,121.0,南,3室2厅2卫,1600.0
整租·银凯公元·九珑 3室2厅 南,新建区,望城新区,银凯公元·九珑,98.0,南,3室2厅1卫,1500.0
整租·江西奥林匹克花园 2室2厅 南,南昌县,象湖,江西奥林匹克花园,88.86,南,2室2厅1卫,1100.0
