标题,行政区,板块,小区,面积,朝向,户型,租金
整租·琶洲新村 1室1厅 北,海珠,万胜围,琶洲新村,56.0,北,1室1厅1卫,5400.0
整租·竹丝岗大马路 3室1厅 东/南/北,越秀,东风东,竹丝岗大马路,90.0,东南北,3室1厅2卫,5500.0
整租·民政局大院 4室1厅 南,天河,水荫,民政局大院,101.0,南,4室1厅1卫,4200.0
合租·喜洋居 4居室 南卧,天河,华景新城,喜洋居,20.0,南,4室2厅2卫,1880.0
整租·丽景阁 8室0厅 南/北,番禺,市桥,丽景阁,497.0,南北,8室0厅8卫,8000.0
整租·南沙湾御苑 3室2厅 南,南沙,南沙港,南沙湾御苑,102.0,南,3室2厅1卫,2300.0
整租·万科欧泊 0室0厅 东/南/西/北,番禺,万博,万科欧泊,12.0,东南西北,未知室0厅0卫,500.0
整租·菜园东 3室2厅 东南/东北,越秀,东川路,菜园东,116.0,东南东北,3室2厅1卫,5800.0
整租·泓景花园 0室0厅 东,海珠,赤岗,泓景花园,12.0,东,未知室0厅0卫,1200.0
整租·奥园中环广场 1室1厅 南,南沙,金洲,奥园中环广场,48.8,南,1室1厅1卫,1400.0
整租·领南星河荣誉 3室2厅 南,南沙,南沙港,领南星河荣誉,101.0,南,3室2厅2卫,1800.0
整租·盈彩美居 3室2厅 西北,天河,东圃,盈彩美居,86.0,西北,3室2厅1卫,4500.0
整租·越秀滨海御城 3室2厅 南,南沙,金洲,越秀滨海御城,108.0,南,3室2厅2卫,3200.0
整租·琶洲新村 1室1厅 北,海珠,万胜围,琶洲新村,56.0,北,1室1厅1卫,5400.0
整租·昌乐园 3室2厅 南,天河,员村,昌乐园,64.3,南,3室2厅1卫,4500.0
整租·竹丝岗大马路 3室1厅 东/南/北,越秀,东风东,竹丝岗大马路,90.0,东南北,3室1厅2卫,5500.0
整租·民政局大院 4室1厅 南,天河,水荫,民政局大院,101.0,南,4室1厅1卫,4200.0
合租·喜洋居 4居室 南卧,天河,华景新城,喜洋居,20.0,南,4室2厅2卫,1880.0
整租·丽景阁 8室0厅 南/北,番禺,市桥,丽景阁,497.0,南北,8室0厅8卫,8000.0
整租·体育花园 3室2厅 南,白云,白云大道南,体育花园,129.0,南,3室2厅2卫,7300.0
整租·广纸路 2室1厅 东南,海珠,工业大道中,广纸路,82.0,东南,2室1厅1卫,3200.0
整租·中交港湾国际 3室2厅 南,黄埔,黄埔区府,中交港湾国际,150.0,南,3室2厅2卫,6500.0
整租·兴普紫园 1室1厅 东,黄埔,科学城,兴普紫园,53.0,东,1室1厅1卫,2800.0
整租·建业大厦 3室1厅 南/西南,番禺,市桥,建业大厦,97.0,南西南,3室1厅1卫,2500.0
整租·远洋天骄广场 1室1厅 东南,天河,天河客运站,远洋天骄广场,51.0,东南,1室1厅1卫,3500.0
整租·誉山国际五区学府里 3室2厅 南,增城,永宁,誉山国际五区学府里,94.0,南,3室2厅1卫,1500.0
整租·新景豪庭 3室2厅 北,增城,白江,新景豪庭,88.0,北,3室2厅1卫,2600.0
整租·侨建御溪谷北区 3室2厅 复式 南/北,增城,中新镇,侨建御溪谷北区,100.2,南北,3室2厅2卫,3000.0
整租·豪进山湖珺璟 3室2厅 南,增城,白江,豪进山湖珺璟,95.0,南,3室2厅1卫,2700.0
整租·珠江花园 2室2厅 南,番禺,厦滘,珠江花园,88.77,南,2室2厅1卫,5000.0
合租·星河壹号公馆 1居室 南卧,南沙,金洲,星河壹号公馆,30.0,南,1室1厅1卫,1500.0
整租·万博翠湖花园 8室2厅 南,番禺,汉溪长隆,万博翠湖花园,473.0,南,8室2厅4卫,18000.0
整租·黄埔中央城 3室1厅 南,黄埔,香雪,黄埔中央城,102.0,南,3室1厅2卫,4000.0
整租·海力花园 3室2厅 东北,南沙,进港大道,海力花园,117.5,东北,3室2厅2卫,2800.0
合租·海日苑 1居室 南卧,越秀,海珠广场,海日苑,30.0,南,1室1厅1卫,1700.0
整租·金融街融穗御府 2室1厅 北,黄埔,长岭居,金融街融穗御府,72.46,北,2室1厅1卫,3300.0
整租·悦江上品苑 3室2厅 西南,荔湾,大坦沙,悦江上品苑,112.0,西南,3室2厅2卫,7000.0
整租·时代印象 3室2厅 东北,从化,太平镇,时代印象,88.0,东北,3室2厅2卫,2200.0
整租·昌乐园 3室2厅 南,天河,员村,昌乐园,64.3,南,3室2厅1卫,4500.0
整租·民政局大院 4室1厅 南,天河,水荫,民政局大院,101.0,南,4室1厅1卫,4200.0
合租·喜洋居 4居室 南卧,天河,华景新城,喜洋居,20.0,南,4室2厅2卫,1880.0
整租·广纸路 2室1厅 东南,海珠,工业大道中,广纸路,82.0,东南,2室1厅1卫,3200.0
整租·恤孤院二横路 3室1厅 西/北,越秀,东山口,恤孤院二横路,70.6,西北,3室1厅1卫,6200.0
整租·盘福路 3室1厅 西,越秀,盘福,盘福路,80.0,西,3室1厅1卫,3600.0
整租·尚东尚筑 2室2厅 北,番禺,番禺客运站,尚东尚筑,80.86,北,2室2厅1卫,4000.0
整租·银通花园 1室0厅 南,白云,机场路,银通花园,13.0,南,1室0厅0卫,900.0
整租·华南碧桂园翠山蓝天苑 1室0厅 西南,番禺,华南碧桂园,华南碧桂园翠山蓝天苑,13.5,西南,1室0厅0卫,500.0
整租·侨建御溪谷南区 3室2厅 南,增城,中新镇,侨建御溪谷南区,89.28,南,3室2厅1卫,2600.0
整租·广卫路 2室2厅 东南,越秀,公园前,广卫路,114.0,东南,2室2厅1卫,6800.0
整租·泓景花园 0室0厅 东,海珠,赤岗,泓景花园,12.0,东,未知室0厅0卫,1200.0
整租·奥园中环广场 1室1厅 南,南沙,金洲,奥园中环广场,48.8,南,1室1厅1卫,1400.0
整租·天誉花园 3室2厅 北,天河,林和,天誉花园,112.0,北,3室2厅2卫,7600.0
整租·时代印象 3室2厅 东北,从化,太平镇,时代印象,88.0,东北,3室2厅2卫,2200.0
整租·凯德天河新作新园 3室2厅 南,天河,体育中心,凯德天河新作新园,129.0,南,3室2厅2卫,13500.0
整租·雅居乐锦城花漾集 3室2厅 北,花都,秀全街,雅居乐锦城花漾集,95.0,北,3室2厅1卫,2600.0
整租·中交港湾国际 3室2厅 南,黄埔,黄埔区府,中交港湾国际,150.0,南,3室2厅2卫,6500.0
整租·明月金岸花园 3室2厅 东南,白云,金沙洲,明月金岸花园,103.0,东南,3室2厅2卫,4000.0
整租·海怡花园 3室1厅 东南,番禺,厦滘,海怡花园,89.0,东南,3室1厅2卫,4000.0
整租·海璟奥园 4室2厅 东南,南沙,金洲,海璟奥园,178.0,东南,4室2厅3卫,3800.0
合租·南浦长大公司 3居室 南卧,番禺,南浦,南浦长大公司,30.0,南,3室2厅1卫,1700.0
整租·中海誉城南苑 4室2厅 南,黄埔,香雪,中海誉城南苑,140.0,南,4室2厅2卫,5200.0
整租·豪景花园 4室2厅 北,天河,沙河,豪景花园,122.0,北,4室2厅1卫,5900.0
整租·富力御龙庭 3室2厅 南,越秀,淘金,富力御龙庭,113.0,南,3室2厅2卫,7500.0
整租·祈福新村月明轩 3室2厅 北,番禺,祈福新村,祈福新村月明轩,92.8,北,3室2厅1卫,4000.0
整租·恒展江山时代花园 2室2厅 南,增城,朱村,恒展江山时代花园,80.0,南,2室2厅1卫,1900.0
整租·恒大阳光半岛 2室2厅 南,南沙,万顷沙,恒大阳光半岛,73.0,南,2室2厅1卫,2600.0
整租·碧桂园天玺湾 3室2厅 北,南沙,进港大道,碧桂园天玺湾,102.0,北,3室2厅2卫,1800.0
整租·中海锦御华庭 4室1厅 东南,荔湾,广钢新城,中海锦御华庭,140.0,东南,4室1厅1卫,7300.0
整租·南沙湾御苑 3室2厅 南,南沙,南沙港,南沙湾御苑,102.0,南,3室2厅1卫,2300.0
整租·时代印象 3室2厅 北,从化,太平镇,时代印象,78.0,北,3室2厅1卫,2200.0
整租·万科欧泊 0室0厅 东/南/西/北,番禺,万博,万科欧泊,12.0,东南西北,未知室0厅0卫,500.0
整租·朗悦君廷 3室2厅 南,花都,镜湖大道,朗悦君廷,106.0,南,3室2厅2卫,2300.0
整租·水荫路 2室2厅 北,越秀,水荫,水荫路,83.5,北,2室2厅1卫,5700.0
整租·远洋明苑 2室1厅 南/北,天河,东圃,远洋明苑,77.0,南北,2室1厅1卫,4000.0
整租·美心翡翠明庭 3室2厅 北,番禺,番禺客运站,美心翡翠明庭,89.0,北,3室2厅1卫,3500.0
整租·南沙金茂湾 2室1厅 东,南沙,明珠湾,南沙金茂湾,50.0,东,2室1厅2卫,1400.0
整租·兴禺大厦 2室1厅 西北,天河,林和,兴禺大厦,94.0,西北,2室1厅1卫,3710.0
整租·阳光城丽景湾 3室2厅 西南,南沙,进港大道,阳光城丽景湾,109.0,西南,3室2厅1卫,2600.0
整租·时代天汇 3室2厅 南/北,增城,石滩镇,时代天汇,90.0,南北,3室2厅1卫,1000.0
整租·时代云图 3室2厅 东,南沙,金洲,时代云图,83.0,东,3室2厅1卫,2300.0
整租·阳光城丽景湾 3室2厅 东南,南沙,进港大道,阳光城丽景湾,133.0,东南,3室2厅2卫,3000.0
整租·富力天海湾 3室2厅 南,南沙,明珠湾,富力天海湾,120.0,南,3室2厅2卫,2800.0
整租·时代天汇 3室2厅 南,增城,石滩镇,时代天汇,115.0,南,3室2厅2卫,1000.0
整租·新塘新世界花园万象苑 2室2厅 北,增城,沙村,新塘新世界花园万象苑,84.0,北,2室2厅1卫,2600.0
整租·南山丰景 3室2厅 南,增城,永宁,南山丰景,120.0,南,3室2厅2卫,2000.0
整租·时代天汇 3室2厅 南/北,增城,石滩镇,时代天汇,97.0,南北,3室2厅2卫,1000.0
整租·越秀·天荟江湾 2室2厅 东北,海珠,工业大道南,越秀·天荟江湾,66.0,东北,2室2厅2卫,5500.0
整租·嘉华广场 1室1厅 南,花都,镜湖大道,嘉华广场,43.0,南,1室1厅1卫,1000.0
整租·风神花园 2室2厅 东北,花都,铁路西,风神花园,93.0,东北,2室2厅1卫,1900.0
整租·广州融创文旅城 4室2厅 南/北,花都,花城街,广州融创文旅城,143.0,南北,4室2厅2卫,2000.0
整租·保利中航城二期 4室2厅 南,增城,朱村,保利中航城二期,109.99,南,4室2厅2卫,3400.0
整租·万博翠湖花园 7室2厅 复式 南/北,番禺,汉溪长隆,万博翠湖花园,398.0,南北,7室2厅4卫,15000.0
整租·碧桂园城市花园花岸苑 3室2厅 南,增城,朱村,碧桂园城市花园花岸苑,127.0,南,3室2厅2卫,2300.0
整租·保利中航城二期 5室2厅 南,增城,朱村,保利中航城二期,110.0,南,5室2厅4卫,4500.0
整租·南沙湾御苑 3室2厅 南,南沙,南沙港,南沙湾御苑,102.0,南,3室2厅1卫,2200.0
整租·保利中航城二期 3室2厅 南,增城,朱村,保利中航城二期,95.0,南,3室2厅2卫,2300.0
整租·实地蔷薇国际 4室2厅 南,增城,荔城西区,实地蔷薇国际,126.36,南,4室2厅2卫,2500.0
整租·南康新村 3室2厅 南,黄埔,开发东区,南康新村,91.0,南,3室2厅1卫,2200.0
整租·时代风华 3室2厅 南/北,增城,新塘北,时代风华,118.0,南北,3室2厅2卫,3500.0
整租·时代天启 3室2厅 北,增城,荔城增江,时代天启,98.0,北,3室2厅2卫,1800.0
整租·朗陶居 2室2厅 东北,番禺,桥南,朗陶居,88.0,东北,2室2厅1卫,2100.0
整租·周门小区周门北路 3室2厅 南,荔湾,周门,周门小区周门北路,100.0,南,3室2厅1卫,4000.0
整租·珠江国际城 3室2厅 西南,从化,神岗镇,珠江国际城,104.0,西南,3室2厅1卫,2200.0
整租·金雅苑 3室2厅 南/北,海珠,滨江东,金雅苑,78.3,南北,3室2厅1卫,5100.0
整租·松柏新村 3室2厅 东/南/北,白云,景泰,松柏新村,96.22,东南北,3室2厅1卫,2000.0
整租·万寿路 2室1厅 东/西,海珠,前进路,万寿路,70.0,东西,2室1厅1卫,2200.0
整租·时代长岛 3室2厅 北,南沙,进港大道,时代长岛,83.0,北,3室2厅1卫,2100.0
整租·广州敏捷绿湖首府 3室2厅 东南,增城,石滩镇,广州敏捷绿湖首府,115.0,东南,3室2厅2卫,1000.0
整租·时代长岛 4室2厅 南,南沙,进港大道,时代长岛,113.21,南,4室2厅2卫,2500.0
整租·香江天赋 5室2厅 南,增城,凤凰城,香江天赋,127.0,南,5室2厅3卫,4000.0
整租·中交汇通中心 1室1厅 南,南沙,明珠湾,中交汇通中心,56.06,南,1室1厅1卫,1200.0
整租·碧桂园玺悦 3室2厅 北,南沙,进港大道,碧桂园玺悦,85.0,北,3室2厅1卫,2100.0
整租·祈福水城 1室0厅 南,番禺,沙湾,祈福水城,28.0,南,1室0厅1卫,1100.0
整租·华景新城逸意居 3室2厅 南,天河,华景新城,华景新城逸意居,188.0,南,3室2厅2卫,8688.0
整租·先烈东路 2室1厅 南,天河,沙河,先烈东路,59.0,南,2室1厅1卫,2100.0
整租·万科桃源里 1室1厅 南,增城,派潭镇,万科桃源里,98.0,南,1室1厅1卫,1400.0
整租·景泰新村 3室1厅 北,白云,景泰,景泰新村,75.0,北,3室1厅1卫,3500.0
整租·万科元培里 4室2厅 南,黄埔,科学城,万科元培里,126.0,南,4室2厅2卫,3700.0
整租·佳兆业城市广场 3室1厅 南,黄埔,南岗,佳兆业城市广场,71.0,南,3室1厅2卫,5200.0
整租·淘金大厦 1室1厅 北,越秀,淘金,淘金大厦,30.0,北,1室1厅1卫,2200.0
整租·建设北路 3室1厅 东/东南,花都,旧区,建设北路,80.0,东东南,3室1厅1卫,850.0
整租·春晖苑(天河) 3室2厅 南,天河,粤垦,春晖苑(天河),100.0,南,3室2厅1卫,8300.0
整租·华南理工大学宿舍凤凰新村 3室1厅 南,天河,五山,华南理工大学宿舍凤凰新村,85.0,南,3室1厅1卫,5600.0
整租·田美小区 3室2厅 南,花都,旧区,田美小区,99.88,南,3室2厅2卫,1600.0
整租·富力盈丰大厦 1室0厅 南,天河,珠江新城西,富力盈丰大厦,12.0,南,1室0厅0卫,1000.0
整租·保利林语山庄 5室1厅 复式 南,黄埔,科学城,保利林语山庄,295.0,南,5室1厅1卫,12000.0
整租·梓元岗路 2室1厅 南/北,白云,桂花岗,梓元岗路,50.0,南北,2室1厅1卫,4500.0
整租·珠江国际城 4室2厅 西南,从化,神岗镇,珠江国际城,145.0,西南,4室2厅2卫,1600.0
整租·机场路 3室1厅 南,白云,新市,机场路,100.0,南,3室1厅1卫,1400.0
整租·解放中路 1室1厅 东,越秀,西门口,解放中路,30.0,东,1室1厅1卫,2200.0
整租·现代城市花园 2室1厅 东南,增城,新塘北,现代城市花园,90.0,东南,2室1厅1卫,2900.0
整租·万科幸福荟 4室2厅 复式 南,黄埔,知识城,万科幸福荟,80.0,南,4室2厅2卫,4500.0
整租·电台宿舍 3室2厅 南/北,白云,景泰,电台宿舍,104.0,南北,3室2厅2卫,4000.0
整租·江南大道北 1室1厅 北,海珠,同福,江南大道北,60.0,北,1室1厅1卫,3000.0
整租·中交蓝色海湾 4室2厅 南/北,南沙,南沙港,中交蓝色海湾,118.0,南北,4室2厅2卫,3400.0
整租·中山三路 1室1厅 东南,越秀,东川路,中山三路,60.0,东南,1室1厅1卫,3500.0
整租·金地荔湖城 3室2厅 南,增城,永宁,金地荔湖城,119.9,南,3室2厅2卫,2000.0
整租·广东国际大厦 1室1厅 东南,越秀,淘金,广东国际大厦,63.0,东南,1室1厅1卫,3100.0
整租·富宾星悦国际 1室1厅 复式 东南,番禺,市桥北,富宾星悦国际,60.55,东南,1室1厅1卫,3000.0
整租·杉木栏路 4室1厅 东南,荔湾,和平西,杉木栏路,95.0,东南,4室1厅1卫,3500.0
整租·中交蓝色海湾 3室1厅 东南,南沙,南沙港,中交蓝色海湾,96.0,东南,3室1厅1卫,2100.0
整租·丽康居 3室1厅 东南,白云,同德围,丽康居,90.0,东南,3室1厅1卫,3000.0
整租·黄石花园 1室1厅 南/北,白云,黄石,黄石花园,49.0,南北,1室1厅1卫,1680.0
整租·中意花苑 5室2厅 复式 南,白云,机场路,中意花苑,175.98,南,5室2厅1卫,4800.0
整租·富力环市西苑 2室1厅 北,荔湾,西村,富力环市西苑,69.0,北,2室1厅1卫,4500.0
整租·时代倾城（中新） 3室2厅 东南,增城,中新镇,时代倾城（中新）,120.0,东南,3室2厅2卫,2200.0
整租·领南星河荣誉 4室2厅 南,南沙,南沙港,领南星河荣誉,124.0,南,4室2厅2卫,3200.0
整租·广汇尊府 4室2厅 东南,增城,凤凰城,广汇尊府,105.0,东南,4室2厅3卫,3800.0
整租·天河山庄 3室1厅 南/北,天河,沙河,天河山庄,85.0,南北,3室1厅1卫,3180.0
整租·云山诗意 2室1厅 北,白云,黄边,云山诗意,76.0,北,2室1厅1卫,4300.0
整租·解放北路(越秀区) 1室1厅 东南,越秀,盘福,解放北路(越秀区),46.0,东南,1室1厅1卫,2100.0
整租·金海岸花园聚湖 3室2厅 东南,番禺,番禺客运站,金海岸花园聚湖,98.0,东南,3室2厅2卫,4200.0
整租·中信广场 3室2厅 东,天河,林和,中信广场,182.0,东,3室2厅2卫,14000.0
整租·南沙万达广场 0室0厅 东南,南沙,金洲,南沙万达广场,126.0,东南,未知室0厅0卫,5500.0
整租·保利罗兰国际 3室2厅 南,黄埔,科学城,保利罗兰国际,100.0,南,3室2厅2卫,4900.0
整租·喜盈嘉立思酒店公寓 1室1厅 东北,番禺,桥南,喜盈嘉立思酒店公寓,42.0,东北,1室1厅1卫,1500.0
整租·群星大厦 1室0厅 西南,越秀,东川路,群星大厦,38.0,西南,1室0厅1卫,3300.0
整租·南沙万达广场 0室0厅 东南,南沙,金洲,南沙万达广场,126.0,东南,未知室0厅0卫,5500.0
整租·力迅时光里 4室2厅 北,海珠,江南大道中,力迅时光里,165.0,北,4室2厅3卫,11000.0
整租·保利亚奥花园 3室2厅 南,番禺,石楼,保利亚奥花园,146.22,南,3室2厅2卫,4000.0
整租·财智大厦 2室1厅 东,海珠,新港西,财智大厦,61.0,东,2室1厅1卫,6200.0
整租·珠光新城国际中心 2室2厅 东南,天河,珠江新城东,珠光新城国际中心,80.0,东南,2室2厅2卫,11000.0
合租·越秀国际总部广场 2居室 南卧,南沙,金洲,越秀国际总部广场,30.0,南,2室2厅2卫,2000.0
整租·华南碧桂园翠山蓝天苑 7室2厅 东,番禺,华南碧桂园,华南碧桂园翠山蓝天苑,477.6,东,7室2厅5卫,55000.0
整租·京溪尚苑 3室1厅 东南,白云,京溪,京溪尚苑,92.0,东南,3室1厅1卫,4200.0
整租·花语水岸 1室0厅 南/北,荔湾,大坦沙,花语水岸,12.0,南北,1室0厅0卫,600.0
合租·金湾明珠 4居室 西卧,荔湾,大坦沙,金湾明珠,7.5,西,4室1厅1卫,1354.0
整租·中山八路 1室0厅 东南,荔湾,中山八,中山八路,50.0,东南,1室0厅0卫,3800.0
整租·泓景花园 3室2厅 东南,海珠,赤岗,泓景花园,113.0,东南,3室2厅2卫,7200.0
整租·中交蓝色海湾 3室1厅 西北/北,南沙,南沙港,中交蓝色海湾,96.0,西北北,3室1厅1卫,2700.0
合租·越秀国际总部广场 2居室 西南卧,南沙,金洲,越秀国际总部广场,30.0,西南,2室2厅1卫,1400.0
整租·柏丽花园 4室2厅 南,番禺,番禺广场,柏丽花园,168.7,南,4室2厅3卫,6300.0
合租·越秀国际总部广场 2居室 东卧,南沙,金洲,越秀国际总部广场,30.0,东,2室2厅2卫,1500.0
合租·越秀国际总部广场 2居室 东卧,南沙,金洲,越秀国际总部广场,30.0,东,2室2厅2卫,1500.0
整租·小城之春雅居 2室2厅 北,花都,旧区,小城之春雅居,86.41,北,2室2厅1卫,2800.0
整租·彩晴轩 3室2厅 北,番禺,市桥北,彩晴轩,98.41,北,3室2厅1卫,3800.0
整租·怡园小区 2室1厅 南,黄埔,大沙地,怡园小区,80.0,南,2室1厅1卫,3300.0
整租·景泰新村 1室1厅 南/北,白云,景泰,景泰新村,50.0,南北,1室1厅1卫,2000.0
整租·领南星河荣誉 3室2厅 南,南沙,南沙港,领南星河荣誉,95.0,南,3室2厅2卫,2350.0
整租·时代天境（黄埔） 3室2厅 东南,黄埔,香雪,时代天境（黄埔）,108.0,东南,3室2厅2卫,5000.0
整租·海珠半岛花园 3室2厅 南,海珠,滨江东,海珠半岛花园,89.9,南,3室2厅2卫,5600.0
整租·广州敏捷绿湖首府一期 2室1厅 东南,增城,石滩镇,广州敏捷绿湖首府一期,77.0,东南,2室1厅1卫,1200.0
合租·万科城市花园 5居室 西卧,黄埔,文冲,万科城市花园,6.98,西,5室1厅1卫,1249.0
整租·中海誉城南苑 2室1厅 北,黄埔,香雪,中海誉城南苑,79.0,北,2室1厅1卫,3200.0
整租·淘金花园 1室1厅 东,越秀,淘金,淘金花园,40.0,东,1室1厅1卫,2400.0
整租·富力广场B区 2室1厅 西,荔湾,中山八,富力广场B区,63.0,西,2室1厅1卫,4600.0
整租·保利中航城花园一期 3室2厅 西北,增城,朱村,保利中航城花园一期,82.0,西北,3室2厅1卫,2300.0
整租·万科新里程 3室2厅 南,黄埔,科学城,万科新里程,89.0,南,3室2厅1卫,4100.0
整租·保利花园 3室2厅 南,海珠,工业大道中,保利花园,81.7,南,3室2厅1卫,6000.0
整租·碧桂园天玺湾 3室2厅 东南,南沙,进港大道,碧桂园天玺湾,128.0,东南,3室2厅2卫,2300.0
整租·电子信息研究所 3室1厅 东南,天河,粤垦,电子信息研究所,95.0,东南,3室1厅1卫,4600.0
整租·碧桂园蜜柚 3室2厅 南,南沙,进港大道,碧桂园蜜柚,84.0,南,3室2厅2卫,2500.0
整租·仁安花园 2室2厅 南,增城,朱村,仁安花园,80.0,南,2室2厅1卫,1800.0
整租·龙光棕榈水岸北区 1室0厅 西,南沙,南沙区府,龙光棕榈水岸北区,12.0,西,1室0厅0卫,450.0
整租·合景天峻 1室1厅 北,黄埔,知识城,合景天峻,36.0,北,1室1厅1卫,2300.0
整租·华师大学宿舍高教新村 3室2厅 东南,天河,石牌,华师大学宿舍高教新村,100.0,东南,3室2厅1卫,8500.0
整租·时代云图 4室2厅 南,南沙,金洲,时代云图,118.0,南,4室2厅2卫,3700.0
整租·品秀星樾 3室2厅 西北,黄埔,香雪,品秀星樾,103.0,西北,3室2厅2卫,3800.0
整租·南沙保利城 4室2厅 南,南沙,黄阁,南沙保利城,128.0,南,4室2厅2卫,2600.0
整租·花城苑 2室1厅 北,花都,旧区,花城苑,83.0,北,2室1厅1卫,1500.0
整租·走马岗路 1室1厅 南/北,越秀,桂花岗,走马岗路,38.0,南北,1室1厅0卫,2000.0
合租·骏景花园 4居室 东卧,天河,棠下,骏景花园,8.4,东,4室1厅1卫,1564.0
整租·易丰大厦 1室0厅 北,天河,天河公园,易丰大厦,35.0,北,1室0厅1卫,3000.0
整租·中海花城湾 1室0厅 南,天河,珠江新城中,中海花城湾,12.5,南,1室0厅0卫,1200.0
整租·合景科汇金谷 1室1厅 南,黄埔,科学城,合景科汇金谷,68.0,南,1室1厅1卫,3500.0
整租·淘金家园峯璟 3室2厅 南/北,越秀,淘金,淘金家园峯璟,121.93,南北,3室2厅2卫,12000.0
整租·现代城市花园 3室2厅 东北,增城,新塘北,现代城市花园,126.0,东北,3室2厅2卫,2400.0
整租·天睿 4室2厅 东南,番禺,会江,天睿,96.0,东南,4室2厅2卫,5500.0
合租·保利西子湾 4居室 西卧,白云,金沙洲,保利西子湾,6.73,西,4室1厅1卫,1113.0
整租·云苑大厦 3室1厅 南,白云,机场路,云苑大厦,76.56,南,3室1厅1卫,1800.0
整租·时代印象 3室2厅 南,从化,太平镇,时代印象,90.5,南,3室2厅2卫,2900.0
整租·狮峰公馆 4室2厅 南,花都,铁路西,狮峰公馆,137.52,南,4室2厅2卫,3300.0
整租·绿城美的·晓风印月 3室2厅 南,南沙,明珠湾,绿城美的·晓风印月,121.0,南,3室2厅2卫,3199.0
整租·多宝路 3室1厅 南/北,荔湾,西关,多宝路,65.0,南北,3室1厅1卫,5500.0
整租·东方名都花园 3室2厅 北,增城,白江,东方名都花园,75.0,北,3室2厅2卫,3000.0
整租·尚东君御雅苑 3室2厅 南,天河,珠江新城中,尚东君御雅苑,91.9,南,3室2厅1卫,13000.0
整租·建设三马路 1室1厅 东南,越秀,建设路,建设三马路,35.0,东南,1室1厅1卫,3500.0
