标题,行政区,板块,小区,面积,朝向,户型,租金
整租·皇庭彩园 3室2厅 东南,福田区,皇岗,皇庭彩园,77.0,东南,3室2厅1卫,8200.0
整租·佳华领汇广场king公馆 1室1厅 东,龙岗区,坂田,佳华领汇广场king公馆,35.0,东,1室1厅1卫,4200.0
整租·恒大成 3室2厅 南,坪山区,坪山,恒大成,98.0,南,3室2厅1卫,3300.0
整租·信义嘉御山 4室2厅 西北,龙岗区,坂田,信义嘉御山,86.0,西北,4室2厅3卫,8000.0
整租·龙光玖钻 4室2厅 东南,龙华区,红山,龙光玖钻,132.0,东南,4室2厅2卫,12000.0
整租·东华大厦 2室1厅 东北,福田区,福田中心,东华大厦,74.98,东北,2室1厅1卫,6700.0
整租·兰亭居 4室2厅 南,福田区,皇岗,兰亭居,126.0,南,4室2厅2卫,10000.0
合租·凯伦花园 4居室 西北卧,福田区,梅林,凯伦花园,12.0,西北,4室1厅1卫,1900.0
整租·观海台 3室2厅 南,南山区,后海,观海台,109.0,南,3室2厅2卫,14000.0
整租·荣德国际ECC 3室2厅 东南,龙岗区,横岗,荣德国际ECC,58.0,东南,3室2厅2卫,4800.0
合租·外运大院 2居室 北卧,罗湖区,万象城,外运大院,30.0,北,2室0厅1卫,3200.0
整租·绿景大公馆 4室2厅 南,龙岗区,大运新城,绿景大公馆,132.84,南,4室2厅2卫,7500.0
整租·香山美墅三期 5室2厅 南,南山区,华侨城,香山美墅三期,188.0,南,5室2厅2卫,24100.0
整租·财富广场 1室1厅 西,福田区,香蜜湖,财富广场,47.0,西,1室1厅1卫,5500.0
整租·愉天小区 1室1厅 东,罗湖区,翠竹,愉天小区,44.0,东,1室1厅1卫,3500.0
整租·海晖大厦 3室1厅 东南,南山区,后海,海晖大厦,98.0,东南,3室1厅1卫,8000.0
整租·华润城润府一期 3室2厅 西北,南山区,科技园,华润城润府一期,89.0,西北,3室2厅2卫,13000.0
整租·康乐村小区 2室2厅 东南,南山区,南头,康乐村小区,67.0,东南,2室2厅1卫,5300.0
整租·桂芳园七期 3室2厅 东南,龙岗区,布吉大芬,桂芳园七期,95.0,东南,3室2厅2卫,4500.0
整租·东方时代广场 1室1厅 东,福田区,华强北,东方时代广场,35.0,东,1室1厅1卫,4800.0
整租·远洋新干线晶钻广场 2室1厅 南,龙岗区,龙岗中心城,远洋新干线晶钻广场,61.0,南,2室1厅1卫,3600.0
整租·友邻公寓 2室1厅 西南,南山区,南山中心,友邻公寓,37.16,西南,2室1厅1卫,5200.0
整租·富通好旺角一期 1室1厅 东北,宝安区,宝安中心,富通好旺角一期,28.0,东北,1室1厅1卫,5000.0
整租·侨城馨苑 1室1厅 西南,南山区,白石洲,侨城馨苑,63.0,西南,1室1厅1卫,6000.0
整租·学府道花园 3室2厅 南,龙岗区,龙岗中心城,学府道花园,89.0,南,3室2厅2卫,6000.0
整租·鹏城花园 3室2厅 南,罗湖区,布心,鹏城花园,80.78,南,3室2厅1卫,4400.0
整租·锦绣御园一期 5室2厅 南/北,龙华区,龙华中心,锦绣御园一期,180.0,南北,5室2厅2卫,12500.0
整租·金地•峰境瑞府 3室2厅 南,光明区,光明,金地•峰境瑞府,93.0,南,3室2厅2卫,5500.0
整租·水木澜山居 3室2厅 西南,福田区,梅林,水木澜山居,88.0,西南,3室2厅1卫,9500.0
整租·中森公园华府 4室2厅 南,龙华区,观澜,中森公园华府,126.0,南,4室2厅2卫,6000.0
整租·万樾府 3室2厅 南,坪山区,坪山,万樾府,85.0,南,3室2厅1卫,4000.0
整租·东海国际公寓 2室2厅 南,福田区,香蜜湖,东海国际公寓,140.0,南,2室2厅2卫,27000.0
整租·深圳湾公馆 3室2厅 复式 东,南山区,后海,深圳湾公馆,89.0,东,3室2厅2卫,28000.0
合租·兴华花园 4居室 东北卧,宝安区,西乡,兴华花园,12.0,东北,4室0厅2卫,1300.0
整租·国都高尔夫花园二期 4室2厅 西北,福田区,车公庙,国都高尔夫花园二期,220.0,西北,4室2厅3卫,20000.0
整租·电建地产洺悦府 3室2厅 南,光明区,光明,电建地产洺悦府,93.0,南,3室2厅2卫,4900.0
整租·红树绿洲 2室2厅 东南,福田区,福田保税区,红树绿洲,59.34,东南,2室2厅1卫,6200.0
整租·友邻公寓 1室1厅 北,南山区,南山中心,友邻公寓,30.0,北,1室1厅1卫,4200.0
整租·富通好旺角一期 1室1厅 东北,宝安区,宝安中心,富通好旺角一期,28.0,东北,1室1厅1卫,5000.0
整租·TT国际公寓 2室1厅 西/北,福田区,景田,TT国际公寓,56.0,西北,2室1厅1卫,6800.0
合租·凯伦花园 4居室 西北卧,福田区,梅林,凯伦花园,12.0,西北,4室1厅1卫,1900.0
整租·桂芳园七期 3室2厅 东南,龙岗区,布吉大芬,桂芳园七期,95.0,东南,3室2厅2卫,4500.0
整租·东方时代广场 1室1厅 东,福田区,华强北,东方时代广场,35.0,东,1室1厅1卫,4800.0
整租·远洋新干线晶钻广场 2室1厅 南,龙岗区,龙岗中心城,远洋新干线晶钻广场,61.0,南,2室1厅1卫,3600.0
整租·海连大厦 3室2厅 南,福田区,福田中心,海连大厦,99.0,南,3室2厅1卫,11000.0
整租·唐商前海双悦 1室1厅 南,宝安区,沙井,唐商前海双悦,95.31,南,1室1厅1卫,6000.0
整租·星海名城三期 0室2厅 南,南山区,前海,星海名城三期,75.0,南,未知室2厅1卫,2600.0
整租·西丽山庄 6室3厅 复式 南/北,南山区,大学城,西丽山庄,334.0,南北,6室3厅5卫,100000.0
整租·信义嘉御山 4室2厅 西北,龙岗区,坂田,信义嘉御山,86.0,西北,4室2厅3卫,8000.0
整租·鲸山觐海 4室2厅 东南/南,南山区,蛇口,鲸山觐海,200.0,东南南,4室2厅3卫,50000.0
整租·新景苑 3室2厅 南,福田区,景田,新景苑,108.0,南,3室2厅2卫,9500.0
整租·财富城 4室2厅 南,坪山区,坪山,财富城,89.0,南,4室2厅2卫,3000.0
整租·大族云峰 4室2厅 北,龙岗区,坂田,大族云峰,106.0,北,4室2厅2卫,9200.0
合租·龙光玖钻 3居室 南卧,龙华区,红山,龙光玖钻,30.0,南,3室1厅2卫,2600.0
整租·中海康城花园二期 2室2厅 南,龙岗区,大运新城,中海康城花园二期,73.0,南,2室2厅1卫,2300.0
整租·金碧苑 3室1厅 北,罗湖区,银湖,金碧苑,104.0,北,3室1厅2卫,7500.0
整租·弘都世纪公寓 2室2厅 东南,南山区,蛇口,弘都世纪公寓,45.06,东南,2室2厅1卫,5500.0
整租·会展湾·中港广场 2室2厅 东,宝安区,沙井,会展湾·中港广场,65.0,东,2室2厅1卫,3500.0
整租·海滨假日 3室2厅 东南,盐田区,盐田港,海滨假日,48.0,东南,3室2厅1卫,2300.0
整租·金泓凯旋城一期 5室2厅 东南,宝安区,宝安中心,金泓凯旋城一期,158.0,东南,5室2厅2卫,12000.0
整租·恒大城市之光 2室1厅 南/西南,龙岗区,龙岗中心城,恒大城市之光,56.34,南西南,2室1厅2卫,3900.0
整租·国速世纪大厦 1室1厅 南,罗湖区,地王,国速世纪大厦,51.0,南,1室1厅1卫,6800.0
合租·港铁天颂 5居室 东卧,龙华区,上塘,港铁天颂,9.52,东,5室1厅1卫,1830.0
合租·深航飞行员公寓 4居室 西南卧,南山区,南山中心,深航飞行员公寓,11.9,西南,4室1厅1卫,4090.0
整租·花样年花乡 1室0厅 南,宝安区,宝安中心,花样年花乡,28.11,南,1室0厅1卫,3500.0
整租·新德家园 2室2厅 南,南山区,前海,新德家园,77.0,南,2室2厅1卫,7800.0
合租·依云山庄 6居室 东北卧,龙岗区,坂田,依云山庄,9.92,东北,6室1厅1卫,2330.0
合租·深南花园 3居室 北卧,南山区,科技园,深南花园,20.0,北,3室1厅2卫,2300.0
整租·华盛峰荟名庭 4室2厅 南/北,龙华区,观澜,华盛峰荟名庭,87.0,南北,4室2厅2卫,5500.0
合租·金桃园大厦 4居室 北卧,南山区,南头,金桃园大厦,11.6,北,4室1厅1卫,2190.0
整租·花语馨 3室2厅 南,龙岗区,布吉街,花语馨,89.0,南,3室2厅2卫,5000.0
合租·四海公寓 4居室 南卧,南山区,蛇口,四海公寓,7.7,南,4室1厅1卫,1930.0
合租·星海名城一期一组团 4居室 北卧,南山区,前海,星海名城一期一组团,6.1,北,4室1厅1卫,1660.0
整租·璟悦轩小巨蛋 3室2厅 南,光明区,公明,璟悦轩小巨蛋,49.0,南,3室2厅1卫,3200.0
整租·日出印象二期 3室2厅 南,龙华区,红山,日出印象二期,92.0,南,3室2厅2卫,6000.0
整租·颖隆大厦 1室1厅 西北,罗湖区,布心,颖隆大厦,43.93,西北,1室1厅1卫,3500.0
整租·海岸悦府 4室2厅 西北,宝安区,翻身,海岸悦府,123.0,西北,4室2厅2卫,11000.0
整租·万科天誉二期 3室1厅 南,龙岗区,龙岗中心城,万科天誉二期,66.53,南,3室1厅2卫,4100.0
整租·万科红三期 1室0厅 南/西南,龙岗区,布吉关,万科红三期,31.0,南西南,1室0厅1卫,3300.0
合租·中熙香缇湾 4居室 西北卧,宝安区,西乡,中熙香缇湾,8.91,西北,4室1厅1卫,1860.0
整租·海晖大厦 3室2厅 东南,南山区,后海,海晖大厦,96.0,东南,3室2厅1卫,8000.0
整租·前海花园三期 4室1厅 南,南山区,前海,前海花园三期,89.37,南,4室1厅1卫,7000.0
合租·俊峰丽舍 4居室 北卧,南山区,西丽,俊峰丽舍,7.18,北,4室1厅1卫,1960.0
整租·星海名城二期八组团 3室2厅 东南,南山区,前海,星海名城二期八组团,95.6,东南,3室2厅2卫,9500.0
整租·桃源村三期 3室2厅 东,南山区,西丽,桃源村三期,89.0,东,3室2厅1卫,8000.0
整租·中洲湾-中洲滨海商业中心 1室1厅 南,福田区,上下沙,中洲湾-中洲滨海商业中心,47.0,南,1室1厅1卫,7500.0
整租·时间谷创意大厦 2室2厅 东南,光明区,公明,时间谷创意大厦,55.66,东南,2室2厅2卫,3400.0
合租·滢水山庄 5居室 北卧,龙华区,民治,滢水山庄,18.38,北,5室1厅1卫,2330.0
整租·锦绣东方 3室2厅 南,龙岗区,龙岗中心城,锦绣东方,85.0,南,3室2厅2卫,4400.0
整租·奥园翡翠东湾 3室2厅 南,坪山区,坪山,奥园翡翠东湾,89.0,南,3室2厅2卫,3600.0
合租·大冲新城花园 4居室 南卧,南山区,科技园,大冲新城花园,9.3,南,4室1厅1卫,2990.0
整租·城市主场 1室1厅 西南,福田区,八卦岭,城市主场,46.0,西南,1室1厅1卫,4500.0
合租·鸿达苑 3居室 北卧,福田区,梅林,鸿达苑,7.72,北,3室1厅1卫,1530.0
整租·壹城中心第二区 1室1厅 西南,龙华区,龙华中心,壹城中心第二区,48.34,西南,1室1厅1卫,5500.0
整租·合正汇一城 5室2厅 西南,宝安区,西乡,合正汇一城,148.0,西南,5室2厅2卫,12000.0
整租·友邻公寓 1室1厅 东,南山区,南山中心,友邻公寓,39.0,东,1室1厅1卫,5300.0
合租·御庭园 4居室 北卧,福田区,皇岗,御庭园,9.6,北,4室1厅1卫,2330.0
整租·华茂苑 2室1厅 东南/南,福田区,梅林,华茂苑,76.26,东南南,2室1厅1卫,8800.0
整租·万科云城 2室2厅 南,南山区,西丽,万科云城,67.0,南,2室2厅1卫,8200.0
整租·华润城润府三期 1室0厅 西南,南山区,科技园,华润城润府三期,40.0,西南,1室0厅1卫,6800.0
整租·书香门第上河坊 2室1厅 西南/东北,龙华区,梅林关,书香门第上河坊,41.98,西南东北,2室1厅1卫,4800.0
整租·会展湾东城 3室2厅 西南,宝安区,沙井,会展湾东城,115.0,西南,3室2厅2卫,6000.0
整租·福丰楼 2室1厅 南,福田区,梅林,福丰楼,71.8,南,2室1厅1卫,4100.0
整租·恒立心海湾花园 4室2厅 南,南山区,前海,恒立心海湾花园,88.74,南,4室2厅2卫,9500.0
整租·京基御景华城 1室1厅 东南,福田区,赤尾,京基御景华城,27.58,东南,1室1厅1卫,4290.0
整租·文峰华庭 3室2厅 东南,龙岗区,布吉南岭,文峰华庭,89.0,东南,3室2厅2卫,5300.0
合租·峰景台大厦 4居室 西卧,罗湖区,黄贝岭,峰景台大厦,6.4,西,4室1厅1卫,1430.0
合租·前海东岸 4居室 西卧,南山区,南头,前海东岸,12.52,西,4室1厅1卫,2390.0
整租·深物业金领 3室2厅 南,福田区,皇岗,深物业金领,90.0,南,3室2厅1卫,14000.0
整租·特发和平里 1室1厅 东南,龙华区,上塘,特发和平里,47.01,东南,1室1厅1卫,4500.0
整租·时间谷创意大厦 3室2厅 复式 南,光明区,公明,时间谷创意大厦,57.89,南,3室2厅2卫,3200.0
整租·笋岗中心万象华府 1室1厅 东南,罗湖区,笋岗,笋岗中心万象华府,40.0,东南,1室1厅1卫,6000.0
整租·愉天小区 1室1厅 西南,罗湖区,翠竹,愉天小区,41.0,西南,1室1厅1卫,3800.0
整租·皇御苑二期 2室1厅 东南,福田区,皇岗,皇御苑二期,64.0,东南,2室1厅1卫,6800.0
整租·信和自由广场 2室1厅 南,南山区,后海,信和自由广场,65.0,南,2室1厅1卫,7000.0
整租·花样年花郡 1室1厅 西,宝安区,宝安中心,花样年花郡,27.36,西,1室1厅1卫,4030.0
整租·大冲新城花园 2室1厅 南,南山区,科技园,大冲新城花园,80.0,南,2室1厅1卫,9530.0
整租·泛海城市广场 1室1厅 东南,南山区,前海,泛海城市广场,39.0,东南,1室1厅1卫,4800.0
整租·华强城市花园一期 3室2厅 南,宝安区,福永,华强城市花园一期,89.0,南,3室2厅2卫,5500.0
合租·美丽家园 4居室 东北卧,龙华区,龙华中心,美丽家园,14.89,东北,4室1厅1卫,1630.0
整租·佳兆业御璟佳园广场 2室1厅 东,盐田区,盐田港,佳兆业御璟佳园广场,37.0,东,2室1厅1卫,3100.0
整租·五洲星苑 1室1厅 西南,福田区,景田,五洲星苑,49.0,西南,1室1厅1卫,6800.0
整租·星河荣御一期 1室1厅 东南/南,宝安区,沙井,星河荣御一期,44.48,东南南,1室1厅1卫,2800.0
整租·远洋新干线晶钻广场 5室2厅 东南,龙岗区,龙岗中心城,远洋新干线晶钻广场,63.0,东南,5室2厅2卫,4500.0
整租·旭飞华达园 1室0厅 北,罗湖区,百仕达,旭飞华达园,20.84,北,1室0厅1卫,2600.0
整租·华润深圳湾悦府二期 3室2厅 东,南山区,深圳湾,华润深圳湾悦府二期,167.0,东,3室2厅2卫,40000.0
合租·金梅花园 4居室 南卧,福田区,梅林,金梅花园,8.48,南,4室1厅1卫,1460.0
整租·金港豪庭 3室2厅 东南,福田区,皇岗,金港豪庭,93.0,东南,3室2厅2卫,11000.0
合租·佳兆业中央广场三期 5居室 北卧,龙岗区,坂田,佳兆业中央广场三期,24.3,北,5室1厅1卫,2460.0
整租·东门168 1室1厅 西,罗湖区,螺岭,东门168,23.6,西,1室1厅1卫,2960.0
整租·云科府 4室2厅 南,光明区,光明,云科府,110.0,南,4室2厅2卫,5200.0
整租·南光名仕苑 2室2厅 北,福田区,皇岗,南光名仕苑,80.0,北,2室2厅1卫,6800.0
整租·中泰燕南名庭 2室1厅 东南,福田区,华强北,中泰燕南名庭,73.0,东南,2室1厅1卫,9000.0
整租·深城投中心公馆 1室0厅 北,坪山区,坪山,深城投中心公馆,25.0,北,1室0厅1卫,1850.0
合租·金丰花园 4居室 南卧,福田区,梅林,金丰花园,8.4,南,4室1厅1卫,1630.0
合租·中信海阔天空 4居室 南卧,南山区,科技园,中信海阔天空,23.5,南,4室1厅1卫,3990.0
整租·建信天宸 1室1厅 南,龙岗区,横岗,建信天宸,41.0,南,1室1厅1卫,3500.0
合租·厚德品园 5居室 北卧,南山区,科技园,厚德品园,9.14,北,5室1厅2卫,2530.0
整租·晶美花园 3室1厅 东南,宝安区,翻身,晶美花园,80.77,东南,3室1厅1卫,3500.0
整租·东方明珠城 2室1厅 南,龙岗区,龙岗中心城,东方明珠城,70.37,南,2室1厅1卫,3600.0
整租·绿景蓝湾半岛 3室1厅 西南,福田区,沙尾,绿景蓝湾半岛,108.0,西南,3室1厅1卫,9000.0
整租·旭飞华安园 1室0厅 北/东北,福田区,梅林,旭飞华安园,22.0,北东北,1室0厅1卫,3000.0
整租·龙光玖龙台 2室1厅 东,光明区,光明,龙光玖龙台,42.0,东,2室1厅2卫,3600.0
整租·招商华侨城曦城山顶道 4室2厅 南,宝安区,曦城,招商华侨城曦城山顶道,226.79,南,4室2厅4卫,18000.0
合租·松泉山庄 4居室 南卧,罗湖区,布心,松泉山庄,12.0,南,4室1厅2卫,1700.0
整租·洪湖花园 3室2厅 南,罗湖区,洪湖,洪湖花园,93.0,南,3室2厅1卫,6500.0
整租·天玺1号 3室2厅 西北,罗湖区,东门,天玺1号,86.0,西北,3室2厅2卫,10500.0
整租·碧海蓝天明苑 2室2厅 东北,盐田区,沙头角,碧海蓝天明苑,65.68,东北,2室2厅1卫,4500.0
合租·豪园小区 3居室 北卧,南山区,南山中心,豪园小区,7.31,北,3室1厅1卫,2030.0
整租·深城投中心公馆 3室2厅 东南,坪山区,坪山,深城投中心公馆,87.0,东南,3室2厅2卫,4000.0
整租·旭飞华天苑 1室1厅 南,罗湖区,清水河,旭飞华天苑,26.0,南,1室1厅1卫,2200.0
整租·阳光花地苑 2室2厅 西南,南山区,前海,阳光花地苑,64.0,西南,2室2厅1卫,6500.0
合租·佳嘉豪苑 3居室 西卧,南山区,南山中心,佳嘉豪苑,8.6,西,3室1厅1卫,2590.0
合租·荔苑小区 4居室 南卧,南山区,南头,荔苑小区,7.3,南,4室1厅1卫,1630.0
整租·昊龙华庭 3室2厅 东南,龙岗区,平湖,昊龙华庭,87.31,东南,3室2厅2卫,4500.0
整租·金地上塘道一期 2室1厅 东南,龙华区,红山,金地上塘道一期,65.0,东南,2室1厅1卫,5200.0
整租·凤凰印象 1室1厅 东南,罗湖区,螺岭,凤凰印象,45.0,东南,1室1厅1卫,4200.0
整租·金海岸大厦 1室1厅 东,南山区,后海,金海岸大厦,36.36,东,1室1厅1卫,5390.0
整租·凤凰公馆 3室2厅 东南,坪山区,坪山,凤凰公馆,93.0,东南,3室2厅2卫,3800.0
整租·新阁小区 1室1厅 南,福田区,银湖,新阁小区,36.0,南,1室1厅1卫,2400.0
整租·红树家邻 1室0厅 西,福田区,上下沙,红树家邻,27.0,西,1室0厅1卫,3800.0
整租·中粮凤凰里 3室2厅 东南,宝安区,福永,中粮凤凰里,81.0,东南,3室2厅1卫,4800.0
合租·滨海春城 4居室 东北卧,宝安区,翻身,滨海春城,17.8,东北,4室1厅1卫,2860.0
合租·大冲都市花园 3居室 西卧,南山区,科技园,大冲都市花园,7.4,西,3室1厅1卫,2590.0
合租·金梅花园 4居室 南卧,福田区,梅林,金梅花园,8.7,南,4室1厅1卫,1530.0
整租·荔园阁一期 3室1厅 南,福田区,梅林,荔园阁一期,64.62,南,3室1厅1卫,5800.0
整租·华彩花园 3室1厅 东南,南山区,蛇口,华彩花园,94.33,东南,3室1厅1卫,9360.0
整租·泰康轩 1室1厅 北,福田区,车公庙,泰康轩,35.47,北,1室1厅1卫,5130.0
整租·侨洲花园 3室2厅 南,南山区,白石洲,侨洲花园,87.69,南,3室2厅1卫,7000.0
整租·华润前海中心·悦玺 3室2厅 东北,南山区,前海,华润前海中心·悦玺,272.0,东北,3室2厅3卫,42000.0
整租·金海岸大厦 1室1厅 北,南山区,后海,金海岸大厦,43.0,北,1室1厅1卫,6300.0
整租·御庭轩罗湖 6室3厅 南,罗湖区,莲塘,御庭轩罗湖,200.0,南,6室3厅3卫,16500.0
合租·中海寰宇时代花园 4居室 西卧,光明区,光明,中海寰宇时代花园,12.41,西,4室1厅1卫,1760.0
整租·笋岗中心万象华府 2室1厅 西,罗湖区,笋岗,笋岗中心万象华府,63.0,西,2室1厅1卫,8000.0
合租·天汇时代花园一期 5居室 东卧,光明区,公明,天汇时代花园一期,8.0,东,5室1厅1卫,1390.0
整租·金地名津 2室1厅 东南,福田区,皇岗,金地名津,57.31,东南,2室1厅1卫,7000.0
